Sl. No.,Project Identification Code,Name of Dam,Year of completion,River,Nearest city,Type,Height above lowest foundation,Length of dam,"Volume content of
dam",Gross Storage capacity,"Reservoir
Area",Effective Storage capacity,Design pur-pose,Designed Spillway capacity
271,MH09MH0271,TELIYA,1972,Teliya Nalla,Chandrapur,TE,16.1,180.75,,1152,320,1093,I,130.55
272,MH09MH0272,PED,1972,Local Nallah,Tasgaon,TE,19.04,489,233,1570,,1340,I,158
273,MH09MH0273,DONWAT,1972,Local Nallah,Khalapur,TE,20,620,218,2846,5.18,2718,I,162
274,MH09MH0274,DOLKHAMB,1972,Local Nallah,Shahapur,TE,20.3,270,135,4090,655,3800,I,187
275,MH09MH0275,BASLAPUR,1972,Kholad,Chandur Rly,TE,17.85,320,72,1530,437,1420,I,193
276,MH09LH0276,PARADSINGA,1972,Local Nallah,Narkhed,TE,14.07,1040,-,1861,73.69,1721,I,200
277,MH09MH0277,SALAIMENDHA,1972,Local Nallah,Hingana,TE,20.57,247,159,2230,39.63,2110,I,200
278,MH09LH0278,GAUTALA,1972,Gotala,Kannad,TE,14.63,1147,108,1450,,1321,I,203
279,MH09MH0279,WARTHAN,1972,Warthan,Soygaon,TE,15.5,570,136,1570,,1000,I,210
280,MH09LH0280,PIMPLA,1972,Local Nallah,Ashti,TE,11.91,680,,860,340,736,I,215
281,MH09LH0281,GONDKHED,1972,Local Nallah,Pachora,TE,10.21,882,88.75,1483,522,1394,I,216
282,MH09LH0282,MAIND,1972,Local Nallah,Beed,TE,14.14,910,,1719,721,1594,I,222
283,MH09MH0283,BHILWANI,1972,Bhilwani,Vaijapur,TE,18,240,68,910,260,760,I,225
284,MH09LH0284,BELKHEDA,1972,Local Nallah,Jintur,TE,11.42,1051,110,1598,,1458,I,232
285,MH09LH0285,MHASALA,1972,Local Nallah,Pachora,TE,12.6,594.7,110,1917,697,1776,I,250
286,MH09LH0286,WALKI,1972,Local Nallah,Hingoli,TE,10.52,898,100,1606,,1448,I,254
287,MH09MH0287,MANYARWADI,1972,Sindphana,Manyarwadi,TE,15.35,953,,1890,614,1735,I,263
288,MH09LH0288,GOSAIKANADI,1972,Local Nallah,Ambajogai,TE,12.04,1265,,2266,902,2106,I,279
289,MH09LH0289,BELURA,1972,Local Nallah,Beed,TE,13.64,893,,2184,800,1964,I,308
290,MH09LH0290,SHEDOL,1972,Local Nallah,Nilanga,TE,12.05,12.54,,2290,793,2120,I,308
291,MH09MH0291,KESAPURI,1972,Kesapuri,A'bad,TE,17,1118,179,1720,110,1519,I,325
292,MH09MH0292,PHANASWADI,1972,Shira Nalla,Chiplun,TE,20,456,105,1408,230,1306,I,348.66
293,MH09LH0293,ANALA,1972,Local Nallah,Paranda,TE,13.6,663,,1477,486,1255,I,375
294,MH09MH0294,BAGALWADI,1972,Local Nallah,Bhoom,TE,15,662,,1570,460,1330,I,388
295,MH09MH0295,BHAMBARDE,1972,Local Nallah,Khanapur,TE,22,635,219,1320,,964,I,391
296,MH09MH0296,PARE,1972,Local Nallah,Khanapur,TE,18.4,498,189,1530,,1290,I,408
297,MH09MH0297,PABHARE,1972,Local Nallah,Mhasala,TE,22.9,478,197,2286,,1780,I,424
298,MH09LH0298,MOHARI PATHARDI,1972,Local Nallah,A'Nagar,TE,14.35,700,145,2053,75,1800,I,424
299,MH09MH0299,TITWI,1972,Local Nallah,Lonar,TE,19.55,205,164,3110,643,2879,I,429
300,MH09MH0300,TANDULWADI,1972,Local Nallah,Gangakhed,TE,16.6,493,,2250,,1996,I,435
