Sl. No.,Project Identification Code,Name of Dam,Year of completion,River,Nearest city,Type,Height above lowest foundation,Length of dam,"Volume content of
dam",Gross Storage capacity,"Reservoir
Area",Effective Storage capacity,Design pur-pose,Designed Spillway capacity
781,MH09LH0781,TALEGAON,1979,Local Nallah,Ambad,TE,10.8,1325,119,2430,121,2210,I,418
782,MH09MH0782,VEJEGAON,1979,Local Nallah,Khanapur,TE,16.77,811,202,2210,,1290,I,426
783,MH09MH0783,WELPURI,1979,Local Nallah,Ashti,TE,20.5,521,230,1780,,1590,I,435
784,MH09MH0784,PIMPALOCAL NALLAHER,1979,Local Nallah,Lonar,TE,16.3,424,82,2090,474,1760,I,453
785,MH09LH0785,LULLE,1979,Local Nallah,Malegaon,TE,12.79,777,367,1440,480,1170,I,454
786,MH09LH0786,BELKUND,1979,Local Nallah,Ausa,TE,10.5,214,,2303,1145,1982,I,509
787,MH09MH0787,SANMADI,1979,Local Nallah,Jath,TE,17.46,485,83,1980,,1670,I,529
788,MH09MH0788,MORDHAM,1979,Mordham,Kalmeshwar,TE,15.19,1940,320.12,5444,158,4953,I,564
789,MH09LH0789,JAWAHARWADI,1979,Local Nallah,Gevrai,TE,11.74,1580,,2797,,2438,I,569
790,MH09LH0790,RAKSHASWADI,1979,Khosaranalla,Karjat,TE,12.88,648,82,1278,640,1600,I,666
791,MH09LH0791,PIMPRIUHOLE,1979,Local Nallah,Chalisgaon,TE,13.75,1860,,2627,93,2209,I,670
792,MH09LH0792,PALASHI,1979,Palashi,Parner,TE,14.03,660,,1060,28,860,I,690
793,MH09LH0793,PIMPALGAON ALWA,1979,Kanhuri river,Jamkhed,TE,14.03,660,155,2850,567,2420,I,691
794,MH09MH0794,GARADE,1979,Karha,Purandar,TE,18.82,373,163,1650,512,1560,I,694
795,MH09LH0795,HALCHINCHOLI,1979,Local Nallah,Akkalkot,TE,13.3,622,122,2180,,2330,I,694
796,MH09MH0796,MALAD,1979,Malad,Daund,TE,15.63,485,9,1740,380,1230,I,800
797,MH09HH0797,WAGHAD,1979,Kalwan,Dinderi,TE,45.6,952,1783,76480,526,70000,I,1610
798,MH09MH0798,KORADI,1979,Koradi,Mehkar,TE,19.31,900,1193,22500,6465,15120,I,2446
799,MH09MH0799,KAWADAS (PICKUP),1979,Local Nallah,Javhar,TE,28.08,630,180,13700,5480,9970,I,3700
800,MH09MH0800,MANDOHOL,1979,Mandohol,Parner,TE,27.07,739,426,11300,199.51,8780,I,11420
801,MH09MH0801,BHIWAPUR,1979,Bhogwati,Bhivapur,TE,17.9,1010,,,,,I,
802,MH09LH0802,MAHURKUND,1980,Local Nallah,Saoner,TE,14.31,500,92,1510,43.37,1357,I,1.49
803,MH09LH0803,KUPTI,1980,Local Nallah,Kinwat,TE,11.17,1165,,1345,,1297,I,27
804,MH09MH0804,MONDALA,1980,Local Nallah,Mondala,TE,15.1,438,84,800,,760,I,64
805,MH09MH0805,MANOR,1980,Local Nallah,Palghar,TE,23.3,395,,2650,408,2200,I,66
806,MH09MH0806,SOLEKH,1980,Local Nallah,Karjat,TE,21.6,325,172,2330,344,2120,I,73
807,MH09LH0807,BRAHMANGAON SHEVAGA,1980,Local Nallah,Chalisgaon,TE,10,851,,894,42,782,I,74
808,MH09MH0808,FULMARI,1980,Local Nallah,Manora,TE,17.5,527,176,1260,271,1190,I,77
809,MH09MH0809,KELAMBA,1980,Local Nallah,Lanja,TE,15.62,1164,160,4910,1130,4810,I/S,80.6
810,MH09MH0810,SATNOOR,1980,Local Nallah,Warud,TE,15.58,1140,123,1540,356,1460,I/S,86
