"Sl
No",Project Identification Code,Name of Dam,Year of comple- tion,River,Nearest city,Type,Height above lowest foundation,Length of dam,Volume content of dam,Gross Storage capacity,"Reservoir
Area",Effective Storage capacity,Pur- pose,Designed Spillway capacity
691,MP08MH0691,BARNAI,1990,Local,Sidhi,TE,18.26,170,3140,1661,120,1501,I,18
692,MP08MH0692,PADARIYA,1990,Local,Dindori,T E,16.13,622,,635,145,559,I,46.34
693,MP08MH0693,JOHILLI,1990,Johilli,Anuppur,TE,16.23,385,787,687,150,670,I,25.22
694,MP08MH0694,DATA DONGARI,1990,Local,Narsinghpur,TE,20.32,457,-,1006,166,897,I,91.46
695,MP08MH0695,JHIRADIYA,1990,Local,Jhabua,TE,15.62,405,-,780,174,710,I,65
696,MP08MH0696,MURGIRI,1990,,,TE,19.21,795,,773,180,722,I,38
697,MP08MH0697,AURIA,1990,Local,,TE,16.81,480,98.22,938,230,868,I,44
698,MP08MH0698,GIRBI,1990,Dhupsara,Anuppur,TE,17.24,342,1450,1450,271,1334,I,61.6
699,MP08LH0699,BARBASPUR,1990,,,TE,11.72,450,,3110,281,2685,I,73.92
700,MP08MH0700,MARATHA,1990,Local,Sidhi,TE,16.6,315,1170,1254,313,1173,I,79
701,MP08LH0701,KOTALYAKHEDI,1990,Local,Barwaha,TE,12.1,1530,-,1429,338,1094,I,66
702,MP08MH0702,BOHITA,1990,Kantoor,Anuppur,TE,16.92,390,1970,1796,390,1746,I,50.77
703,MP08MH0703,KHATKAR,1990,Local,Seoni,TE,21.18,320,125.5,2090,394,1887,I,77.31
704,MP08LH0704,KOLGAON,1990,Local,Bhainsdehi,TE,12.7,787.5,,1320,430,1217,I,58.5
705,MP08MH0705,BANSICHIKHLI,1990,,,TE,16.07,579,-,2560,601,2360,I,95.6
706,MP08MH0706,SEGVI,1990,Local,Barwani,TE,20.91,540,-,3400,704,2968,I,266
707,MP08MH0707,MEHROI,1990,Local,Umariya,TE,20.79,808.25,-,5206,1420,4706,I,15.6
708,MP08LH0708,JHIRGIRI,1990,Local,Katni,TE,14.35,1396,-,4690,1475,3923,I,247.5
709,MP08MH0709,GADIGALTAR,1990,Local,Barwaha,TE,23.19,873,-,15545,2080,10500,I,728
710,MP08MH0710,UMRAR,1990,Umrar,Umariya,TE,27.76,995,,18900,3430,16700,I,212.58
711,MP08MH0711,JILHETI,1990,Local,Mandla,TE,16.76,480,-,870,-,-,I,29.36
712,MP08MH0712,TILHARI,1990,Local,,TE,18.44,594,,,,,I,99.45
713,MP08MH0713,HATHIDAGAR,1991,Local,Barwaha,TE,18.2,435,-,1231,52,1109,I,78
714,MP08LH0714,MOURSANI,1991,Local,Amarwara,TE,12.5,501,76.24,442,99.9,410,I,37
715,MP08LH0715,MAHUAGAON,1991,Local,Sidhi,TE,10.52,810,520,520,100,489,I,132
716,MP08MH0716,PURWA,1991,Local,Sidhi,TE,16,540,710,768,119,712,I,43
717,MP08LH0717,BUHARLA TANK,1991,Local,Manawar,TE,12.95,795,-,510,148,426,I,28.5
718,MP08MH0718,KISHANPUR,1991,Local,Narsinghpur,TE,17.47,277,95,1485,290,1337,I,71
719,MP08LH0719,NALAJHIRI,1991,Local,Biaora,TE,13.41,604,-,1062,336,1030,I,46
720,MP08MH0720,CHANGOBA,1991,Local,,TE,18.1,387,144.41,1834,365.24,1698,I,122.52
