"Sl
No",Project Identification Code,Name of Dam,Year of comple- tion,River,Nearest city,Type,Height above lowest foundation,Length of dam,Volume content of dam,Gross Storage capacity,Reservoir Area,Effective Storage capacity,Pur- pose,Designed Spillway capacity
91,GJ04MH0091,KAYLA,1955,Kyala,Bhuj,TE,27.43,1074.3,449,8950,2700,8950,I,1760
92,GJ04LH0092,SANANDHARO,1955,Kali,Dayapar,TE,13.64,914.4,914,10344,4950,9850,I,1465.94
93,GJ04LH0093,SOLMATIA,1955,Solmatia,Bhavnagar,TE,14.5,763,,1060,,1040,I,140
94,GJ04MH0094,VENGADI,1955,Mandvi,Kachchh,TE,16.45,1737,443,6915,1817,6450,I,1019
95,GJ04MH0095,ADHOCHHANI,1956,Adhochhani,Nakhatrana,TE,16.94,1000,920,3130,,3130,I,669
96,GJ04LH0096,BALADHOR,1956,Local River,Naliya,TE,10.79,330,136,5010,,5010,I,589
97,GJ04MH0097,DHANDHAVADA,1956,Local Voklo,Khambhalia,TE,15.25,421,4760,4760,,4480,I,756.05
98,GJ04MH0098,GONDALI,1956,Gondali,Kotda Sangdi,TE/PG,24.34,1630,302,10102,4372,9960,I,955
99,GJ04MH0099,KANKAWATI,1956,Kankawati,Naliya,TE,20.78,2164,2164,10471,9795,9830,I,1692.56
100,GJ04LH0100,KAROL,1956,Bokh,Prantij,TE/PG,13.14,726,801,8325,7500,8325,I,226
101,GJ04MH0101,KHARUA,1956,Local River,Naliya,TE,15.75,107,56,416,,416,I,79
102,GJ04HH0102,MOJ,1956,Moj,Upleta,TE/PG,36.07,2294,80,36690,10312,36690,I & S,2550
103,GJ04MH0103,VARDHARI,1956,Shedhi,Lunawada,TE,15.9,381,240.95,5810,336,5811,I,676
104,GJ04MH0104,VENU,1956,Venu,Jamjodhpur,TE,19.2,299,7120,7120,,7020,I,821.18
105,GJ04MH0105,KUNDHADA,1957,T/Limbali,Chotila,TE,17.5,557,,1385,,1047,I,305
106,GJ04MH0106,MUNJIASAR,1957,Satali,Vadiya-,TE,18.77,4602,413.2,36400,5550,36060,I,1184
107,GJ04MH0107,VIGODI,1957,Local River,Nakhatrana,TE,15.25,670.73,334,1960,,1960,I,484
108,GJ04LH0108,BALAPAR BUDADRO,1958,Naliya,Kachchh,TE,14.93,1280,961,961,64,961,I,1091
109,GJ04MH0109,KALUBHAR,1958,Kalubhar,Babara,TE,16.53,1094.51,387.92,7731.5,647.7,7363.4,I,665.53
110,GJ04MH0110,KARAD,1958,Karad,Kalol,TE,29.56,1019,,35380,8740,33000,I,1347
111,GJ04MH0111,WANAKBORI ( MAHI STG I),1958,Mahi,Wanakbori,PG,29.15,795,240,41910,20860,36240,I,4062
112,GJ04LH0112,AAMLI CHHARCHHODA,1959,Kotar,Garbada,TE,11,600,132.82,250,4100,220,I,15
113,GJ04MH0113,BELA,1959,Bela,Rapar,TE,16.15,1018.3,580,1850,,1850,I,495.92
114,GJ04HH0114,DHOLIDHAJA (W- BHOGAVO II),1959,Bhogavo,Surendranagar,TE,39,3891,1811,20400,9110,18690,I & S,1840
115,GJ04LH0115,HATADI,1959,Local Stream,Kachchh,TE,13.85,2226,1054,3230,1026.5,2810,I,361
116,GJ04MH0116,HIRAN-I,1959,Hiran,Visavadar,TE,26.21,1304.6,447.64,38580,8030,35020,I,1034
117,GJ04MH0117,JETAWADA,1959,Bela,Rapar,TE,15,1130,123,1840,,1657,I,288
118,GJ04MH0118,NAYKA(W- BHOGAVO I),1959,Bhogavo,Muli,TE,20.3,2683,344,15480,5506,14120,I,2095
119,GJ04MH0119,WAMKA,1959,Wamka,Bhachau,TE,18,228,34,670,,606,I,119
120,GJ04MH0120,GAJANSAR,1960,Panjora,Dayapar,TE,23.16,597.4,579,7368,1640,5270,I,1601.07
