Sl. No.,Project Identification Code,Name of Dam,Year of completion,River,Nearest city,Type,Height above lowest foundation,Length of dam,"Volume content of
dam",Gross Storage capacity,"Reservoir
Area",Effective Storage capacity,Design pur-pose,Designed Spillway capacity
1081,MH09LH1081,DEHEGAON,1985,Local Nallah,Jintur,TE,12.45,430,,1709,,1556,I,270
1082,MH09MH1082,DIVALE,1985,Gunjawani,Bhor,TE,20.83,490,223,2140,393,2000,I,273
1083,MH09LH1083,DHOKI,1985,Local Nallah,Osmanabad,TE,14,92,,2210,71,2045,I,287
1084,MH09LH1084,GORMALA,1985,Local Nallah,Bhoom,TE,12.9,127,,1289,415,1149,I,301
1085,MH09MH1085,DHANIBARA,1985,Local Nallah,Nandurbar,TE,19.65,435,1550,1660,40,,,323.9
1086,MH09MH1086,ADALE,1985,Local Nallah,Maval,TE,19.17,365,101,1270,202,970,I,330
1087,MH09LH1087,KAKARDHAHA,1985,Local Nallah,Kalamnuri,TE,13.3,1110,,2485,,2222,I,357
1088,MH09MH1088,ANCHARWADI -1,1985,Local Nallah,Deulgaon Raja,TE,17.9,570,213,2550,554,2340,I,399
1089,MH09LH1089,MATEGAON,1985,Local Nallah,A'bad,TE,13.1,2016,125,3249,1168,2940,I,521
1090,MH09MH1090,SUKHANDA,1985,Local Nallah,M Pir,TE,15.3,972,122,2570,,2370,I,613
1091,MH09MH1091,DUNDHE,1985,Dodhad,Malegaon,TE,16,1170,152.34,1820,543.55,1410,I,643
1092,MH09MH1092,KHANDPE,1985,Local Nallah,Murbad,TE,20.29,186,72,2060,271.26,2000,I,696
1093,MH09MH1093,DONGARGAON,1985,Nagda,Kinwat,TE,22.6,1350,48,9607,1694,8365,I,729
1094,MH09MH1094,KORDI,1985,Kordi,Navapur,TE,27.75,1952,923,11690,1677,10300,I,735
1095,MH09LH1095,JURUL,1985,Local Nallah,Vaijapur,TE,11.27,1735,152,1972,965,1549,I,806
1096,MH09MH1096,SHIVANI ARMAL,1985,Local Nallah,Deulgaon Raja,TE,15.7,1625,339,4280,163,3910,I,823
1097,MH09MH1097,SARWAPIMPRI,1985,Local Nallah,Pachora,TE,15.81,1480,150,2955,959.1,2610,I,853
1098,MH09LH1098,DANDEGAON,1985,Local Nallah,Kalamnuri,TE,11.95,1130,,3000,,2510,I,861
1099,MH09MH1099,NIMGAON (SOLAPUR),1985,Gumera,Malshiras,TE,19.3,1279,294.07,506,1458,4401,I,909
1100,MH09HH1100,AMALOCAL NALLAHALLA,1985,AmaLocal Nallah,aRllaajura,TE,37.75,1607,133.4,22700,3703,21200,I,1067
1101,MH09HH1101,MORNA (SHIRALA),1985,Morna,Shirala,TE,31.2,1115,793,21160,3203,15150,I,1075
1102,MH09MH1102,BORIAMBDARI,1985,Bori,Malegaon,TE,19.38,697,139,3540,74,2820,I,1378
1103,MH09MH1103,RATNAPUR,1985,Local Nallah,Jamkhed,TE,17.2,1135,,,,2.37,I,1583
1104,MH09LH1104,KANDARI,1985,Local Nallah,Nandra,TE,14.93,1184,,,,,I,
1105,MH09MH1105,ORAS (BK),1986,Local Nallah,Kudal,TE,23.62,760,46,2419,1780,2406,I,37.1
1106,MH09MH1106,ORAS (K),1986,Local Nallah,Kudal,TE,24.62,760.01,46,2419,1780,2406,I,38.1
1107,MH09HH1107,BHIRA (FOREBAY),1986,Bhira,Raigad,TE,40,442,1199,5200,390,1760,I,64
1108,MH09MH1108,KARANJALIPADA,1986,Local Nallah,Dindori,TE,22.6,570,280,1860,266,1820,,89.43
1109,MH09MH1109,KHUMARI (RAMTEK),1986,Gehuru.,Ramtek,TE,15.24,126,38,2120,48,2049,I,92.8
1110,MH09MH1110,NIVE,1986,Local Nallah,Sangmeshwar,TE,21.92,182,760,2616,417,2588,I/S,119.44
