Sl. No.,Project Identification Code,Name of Dam,Year of completion,River,Nearest city,Type,Height above lowest foundation,Length of dam,"Volume content of
dam",Gross Storage capacity,"Reservoir
Area",Effective Storage capacity,Design pur-pose,Designed Spillway capacity
1381,MH09MH1381,SANGAMMESHWAR,1995,Local Nallah,Bhoom,TE,15.12,2660,,4652,,3350,I,2472.57
1382,MH09MH1382,SANKH,1995,Bor,Jath,TE,17.66,3275,743,19.93,799,14.87,I,3226
1383,MH09LH1383,KARLI,1995,Local Nallah,Washim,TE,14.4,516,246,2899,67,2717,I,
1384,MH09MH1384,SAWARGAON BALAPUR,1995,Local Nallah,Sawar,TE,17.85,510,,,,,I,
1385,MH09HH1385,UPAVADE,1996,Marhol,Karvir,TE,32.31,415,407,2.86,287,2.83,I,71
1386,MH09LH1386,SAREKHA,1996,Sur,Ramtek,TE,10,707,88,1401,22,1330,I,114
1387,MH09MH1387,HARDKHALE,1996,Local Nallah,Lanja,TE,23.3,377,2053,,271,,I,115
1388,MH09LH1388,GANESHPUR,1996,Local Nallah,Risod,TE,11.3,943,96,1667,56,1542,I,142
1389,MH09MH1389,OLWAN,1996,Local Nallah,Radhanagari,TE,24.74,327,228.68,1876,228.2,1794,I,157.5
1390,MH09MH1390,WAKWAD,1996,Local Nallah,Bhoom,TE,16.8,,,998,135,149,I,163
1391,MH09LH1391,WAGHALA-II,1996,Local,Bhusawal,TE,12.93,683,,1310,40,1210,I,175
1392,MH09LH1392,DHANORA BHUSE,1996,Local Nallah,Manora,TE,12.8,430,92,1623,83,2040,I,178
1393,MH09MH1393,YENECHIWANDI,1996,Local Nallah,Gadhinglaj,TE,21.65,611,201.2,1545,245.53,1427,I,182
1394,MH09MH1394,ASWALI,1996,Local Nallah,Dahanu,TE,23.14,361,271,2083,214,,I,189
1395,MH09LH1395,GONDALA,1996,Local Nallah,Risod,TE,11.9,1207,185,2614,105,2417,I,224
1396,MH09LH1396,UMRA SM,1996,Local Nallah,Washim,TE,13.03,1270,106,2477,124,1991,I,239
1397,MH09MH1397,GOHE,1996,Local Nallah,Ambegaon,TE,17.49,140,1286.01,1286.01,270.54,1110.01,I,338.2
1398,MH09LH1398,BORKHEDA,1996,Local,Bhusawal,TE,11.37,1397,,1675,,1790,I,395
1399,MH09MH1399,TERNI,1996,Local Nallah,Gadhinglaj,TE,20.66,960,285,3476,228.2,3169,I,516.69
1400,MH09LH1400,DHAVALESHWAR,1996,Local Nallah,Khanapur,TE,14.09,806,123,93.25,91,82.32,I,583.7
1401,MH09MH1401,THODGA,1996,Local Nallah,Ahmedpur,TE,18.83,1006,,5640,1460,5110,I,619.25
1402,MH09LH1402,KOLHI,1996,Bornalla,Vajapur,TE,13.6,790,168,3630,96.16,3230,,688
1403,MH09MH1403,WAKI,1996,Krushnavati,Pachora,TE,29.9,313,,3.19,,3.02,I,750
1404,MH09HH1404,SHIL,1996,Shil nalla,Ratnagiri,TE,32.84,433,4137,,42,,I,768.3
1405,MH09LH1405,RACHNNAWADI,1996,Local Nallah,Chakur,TE,14.94,1577,,5330,4600,4600,I,772.73
1406,MH09MH1406,KARVEL,1996,Local Nallah,Saphala,TE,20.73,499,230,3135,304,,I,960
1407,MH09LH1407,NASHIRABAD,1996,Waki,Yawal,TE,14.76,1280,,3.12,,1.91,I,982
1408,MH09LH1408,MASALGA,1996,Local Nallah,Nilanga,TE,10.26,2023,,14670,3696,,I,996
1409,MH09MH1409,DOMRI,1996,Domri,Beed,TE,22.53,1179,666,9180,2580,8590,I,1243
1410,MH09MH1410,VISHWAMITRI,1996,Vishwamitri,Patur,TE,21.06,1275,565,10116,1766,,I,1332
