Sl. No.,Project Identification Code,Name of Dam,Year of completion,River,Nearest city,Type,Height above lowest foundation,Length of dam,"Volume content of
dam",Gross Storage capacity,"Reservoir
Area",Effective Storage capacity,Design pur-pose,Designed Spillway capacity
1201,MH09MH1201,LODHARE,1988,Local Nallah,Shahada,TE,20.48,870,274,3140,62,3050,I,
1202,MH09LH1202,WAGHEVABULGAON,1988,Local Nallah,Kaij,TE,13.06,340,,4853,2007,3740,I,
1203,MH09LH1203,BORJAWALA,1988,Local Nallah,Khamgaon,TE,12.42,840,,,,,I,
1204,MH09MH1204,CHORGEWADI,1989,Local Nallah,Kudal,TE,18.8,1052,260,3214,2100,3200,I,55.59
1205,MH09MH1205,PASHANE,1989,Local Nallah,Karjat,TE,24.16,372,226,2987,295,,I,72.4
1206,MH09LH1206,NANDGAON,1989,Local Nallah,Kinwat,TE,11.74,1154,178,1520,,1480,I,78
1207,MH09LH1207,UMRALE,1989,Local Nallah,Dindori,TE,10.7,640,,1110,,1080,,96.66
1208,MH09MH1208,THOSEGHAR,1989,Tarali,Satara,TE,18.05,259,52,1.91,276,1.84,I,113
1209,MH09MH1209,KARANJIWANE,1989,Local Nallah,Kagal,TE,21,495,155,1.51,216,1.44,I,124
1210,MH09MH1210,PARUNDE,1989,Local Nallah,Junnar,TE,20.02,345,,1.92,161,0.88,I,146
1211,MH09MH1211,BHAKUCHIWADI,1989,Local Nallah,Khanapur,TE,19.7,1770,37,7.4,218,5.7,I,150
1212,MH09LH1212,GAWANDGAON,1989,Local Nallah,Patur,TE,14.51,660,88.8,1120,480,1050,I,164.54
1213,MH09MH1213,ASOLAGAVHA,1989,Local Nallah,Manora,TE,19.54,422,196,2070,433,1970,I,193
1214,MH09MH1214,KODE,1989,Local Nallah,Gaganbawada,TE,24.77,530,295,6.06,817,5.93,I,234
1215,MH09MH1215,ANTRI (BK),1989,Local Nallah,Shirala,TE,22.79,907,193,2.82,572,2.65,I,235
1216,MH09MH1216,WALEN,1989,Walki,Mulshi,TE,20.75,410,132,1510,301,5070,I,283
1217,MH09MH1217,TAKAVE,1989,Local Nallah,Shirala,TE,24.81,837,309,2.97,55,2.72,I,283.65
1218,MH09HH1218,YEWATI MASOLI,1989,Yewati,Karad,TE,36,1140,563,7.3,882,7.05,I,330
1219,MH09LH1219,ALSUND,1989,Local Nallah,Khanapur,TE,13.98,771,114,1.4,503,1.22,I,331.57
1220,MH09MH1220,THANGAON,1989,Local Nallah,Sinnar,TE,18.71,260,261,1420,280,1220,,345
1221,MH09MH1221,NALEGAON,1989,Local Nallah,Dindori,TE,19.57,640,,1110,,1090,,534.14
1222,MH09MH1222,CHINCHANI (AMBAK),1989,Local Nallah,Kadegaon,TE,17.46,1447,30,4.31,1179,3.97,I,628
1223,MH09MH1223,GIRZANI,1989,Local Nallah,Malshiras,TE,17,385,63,1.55,438,1.11,I,657
1224,MH09MH1224,KAZIKANBAS,1989,Local Nallah,Akkalkot,TE,19.8,805,,4.03,662,3.56,I,692
1225,MH09MH1225,AGNAWATI,1989,Agnawati,Pachora,TE,16.04,3540,317,3740,1566,2760,I/S,951
1226,MH09HH1226,DUDHGANGA,1989,Dudhaganga,Radhanagari,TE/PG,73.8,990,1617,701.28,,663.83,I,1588
1227,MH09MH1227,KHAIRI,1989,Kar,Jamkhed,TE,18.91,1210,54,15110,492,13743,I,1962
1228,MH09MH1228,LOWER TERNA (MAKNI),1989,Terna,Omerga,TE,25.8,3910,1174,123.68,,101600,I,9120
1229,MH09HH1229,TOTLADOH,1989,Pench,Ramtek,PG,74.5,680,972,1241109,77710,1091000,H,12072
1230,MH09MH1230,SHIVSAGAR,1989,Ramnagar,Maval,PG,25.7,511,1810,1810,335.89,1520,I,
