Sl. No.,Project Identification Code,Name of Dam,Year of completion,River,Nearest city,Type,Height above lowest foundation,Length of dam,"Volume content of
dam",Gross Storage capacity,"Reservoir
Area",Effective Storage capacity,Design pur-pose,Designed Spillway capacity
331,MH09LH0331,POPHALI,1973,Local Nallah,Pusad,TE,11.9,793,,1140,466,,I,146
332,MH09MH0332,POTA,1973,Local Nallah,Bhokar,TE,15,604,,1750,,1670,I,147
333,MH09LH0333,NAIKWADI,1973,Baman,Nasik,TE,13.25,620,,1080,324,1000,I,150
334,MH09MH0334,KAVALE,1973,Local Nallah,Sudhagad,TE,22,440,247.53,3290,565.3,2820,I,150
335,MH09LH0335,CHOGARI,1973,Local Nallah,Hadgaon,TE,12.15,872,,1350,,1261,I,154
336,MH09MH0336,SADRABADI,1973,Local Nallah,Dharni,TE,17.52,491,159,1370,260,1320,I,154
337,MH09MH0337,KHADAKJAM,1973,Kajali,Chandwad,PG,16.43,371,471,510,178,420,I,160
338,MH09MH0338,KANDALI,1973,Local Nallah,Bhokar,TE,15,555,,1250,,1160,I,163
339,MH09MH0339,DONGASTE,1973,Local Nallah,Wada,TE,17.94,361,105,4030,820,3800,I,177
340,MH09LH0340,RAWANGAON,1973,Local Nallah,Hadgaon,TE,12.8,756,,1390,,1290,I,179
341,MH09MH0341,PANGRIKESAPUR,1973,Local Nallah,Buldana,TE,16.37,414,100,1240,261,1145,I,189
342,MH09MH0342,EKURKA,1973,Local Nallah,Udgir,TE,15.15,720,,1640,316,1590,I,191
343,MH09LH0343,DUREGAON,1973,Local Nallah,Hingoli,TE,12.96,427,150,1752,,1632,I,196
344,MH09MH0344,KANNAMWARGRAM,1973,Local Nallah,Wardha,TE,16.7,375,139,1570,324,1460,I,199
345,MH09LH0345,WARI,1973,Local Nallah,Motala,TE,13.38,538,102.66,2010,619.43,1450,I,204
346,MH09MH0346,SHIVANIJAT,1973,Local Nallah,Lonar,TE,15.9,570,147,1480,308,1380,I,208
347,MH09LH0347,MULEGAON,1973,Local Nallah,Kaij,TE,12.5,1320,,1760,692,1632,I,208
348,MH09MH0348,KARANJI,1973,Local Nallah,Pandharkawada,TE,15.6,512,342,2940,631,2792,I,220
349,MH09LH0349,RANISAWARGAON,1973,Local Nallah,Gangakhed,TE,13.67,728,132,1273,,1152,I,222
350,MH09LH0350,HOAL,1973,Local Nallah,Kaij,TE,12.5,1189,,1925,751,1787,I,223
351,MH09LH0351,MONDGAON,1973,Local Nallah,Chikhali,TE,12.88,1118,143,1540,542,1420,I,233
352,MH09MH0352,CHAPNER,1973,Chapner,Kannad,TE,21,157,,1960,,1817,I,251
353,MH09LH0353,ZILPA,1973,Local Nallah,Katol,TE,12.08,760.4,130,1970,82.53,1800,I,254
354,MH09MH0354,KHAND,1973,Local Nallah,Jawhar,TE,19.86,297,67,4760,4.25,4500,I,282
355,MH09LH0355,HAJIPIRWADI,1973,Local Nallah,Vaijapur,TE,12.04,336,60,1145,407,971,I,292
356,MH09LH0356,CHORJAWALA,1973,Local Nallah,Hingoli,TE,11.88,1316,147,2555,,2369,I,295
357,MH09LH0357,WADALI,1973,Local Nallah,Jintur,TE,11.23,1005,166,3070,,2910,I,297
358,MH09MH0358,BURUDAKHA,1973,Ghugarya,Sakri,TE,17.75,513,1101,1470,35,1299,I,298
359,MH09LH0359,SHINDEWADI (G),1973,Local Nallah,Gevrai,TE,13.66,840,,1647,538,1516,I,307
360,MH09LH0360,HANGARGA,1973,Local Nallah,Tuljapur,TE,12.81,1506,,2002,878,1876,I,307
