Sl. No.,Project Identification Code,Name of Dam,Year of completion,River,Nearest city,Type,Height above lowest foundation,Length of dam,"Volume content of
dam",Gross Storage capacity,"Reservoir
Area",Effective Storage capacity,Design pur-pose,Designed Spillway capacity
1171,MH09MH1171,AMBIDUMALA,1987,Kaluriver,Sangamner,TE,28.8,1145,,4390,,,I,1093
1172,MH09MH1172,RAIGAVAN,1987,Local Nallah,Kalam,TE,19.74,2090,,12703,4920,11259,I,1411
1173,MH09HH1173,DHAMNI (SURYA),1987,Surya,Dhamni,TE,59,1563,1270,285310,16130,273350,I/H,2696
1174,MH09HH1174,MAJALGAON,1987,Sindphana,Majalgaon,TE,31.19,6488,5759,453640,78130,311300,I/H,14500
1175,MH09LH1175,WARWANDI,1987,Local Nallah,Paithan,TE,14,,,1752,,1555,I,
1176,MH09MH1176,SULIPADA,1987,Local Nallah,Nawapur,TE,17.03,531,178,1820,40,1820,I,
1177,MH09MH1177,KHANAPUR (KOLHAPUR),1988,Local Nallah,Ajara,TE,21.35,240,95,0.84,167,0.74,I,36
1178,MH09LH1178,GHORPADI,1988,Local Nallah,Kavathe-mahankal,TE,13.62,390,64,1500,53.35,1280,I,48
1179,MH09LH1179,JUTPANI,1988,Local Nallah,Dharni,TE,12,715,93,1200,,1150,I,77
1180,MH09MH1180,MOGARDA,1988,Local Nallah,Dharur,TE,15.03,806,145,,,1310,I,89
1181,MH09MH1181,DIWALWADI,1988,Local Nallah,Rajapur,TE,28,673,730,3540,468,3515,I/S,89
1182,MH09LH1182,MOGARDA,1988,Local Nallah,Dharni,TE,14.55,438,145,1660,,1310,I,98
1183,MH09LH1183,BORDA,1988,Local Nallah,Wani,TE,12.41,759,,2139,505,2000,I,101
1184,MH09LH1184,RUI,1988,Rui,Osmanabad,TE,11.75,2425,,8941,4722,8605,I,110
1185,MH09MH1185,LONI,1988,Local Nallah,Kannad,TE,16,407,78,860,29,850,I,114
1186,MH09LH1186,GAMBHARI,1988,Local Nallah,Dharni,TE,11.6,720,106,1530,,1420,I,119
1187,MH09MH1187,SHEKAPUR,1988,Local Nallah,Buldana,TE,15.8,815,182,1275,360,1210,I,124
1188,MH09LH1188,DHARUR,1988,Local Nallah,Akot,TE,12.92,1038,110,930,399,850,I,146
1189,MH09LH1189,SALGARA,1988,Local Nallah,Mukhed,TE,11.2,885,90,1240,,1100,I,163
1190,MH09LH1190,ANCHARWADI-II,1988,Local Nallah,Deulgaon Raja,TE,14.4,795,148,1450,375,1333,I,222.3
1191,MH09MH1191,DIGHI-2,1988,Local Nallah,Pachora,TE,18.87,1611,150,1057,255,970,I,225
1192,MH09MH1192,NANDORA,1988,Local Nallah,Hingna,TE,18.8,534,257,2570,45,2180,I,231
1193,MH09LH1193,KUNDALI,1988,Local Nallah,Omerga,TE,12.3,836,9,931,318,843,I,255
1194,MH09MH1194,GHORDARI,1988,Local Nallah,Hingoli,TE,15.62,457,,,,,I,323
1195,MH09LH1195,KHIRDI,1988,Local Nallah,Vaijapur,TE,12,1874,165,2950,1249,2615,I,592
1196,MH09MH1196,KURHAL,1988,Khanday,M'Pir,TE,15.89,464,130,3570,830,3060,I,801
1197,MH09MH1197,KHEKARANALLA,1988,KhekaraNalla,Kalmeshwar,TE,24.5,330,306,26325,5566,23810,I,1343
1198,MH09MH1198,KALISARAR,1988,Kalisarar,Salekasa,TE/PG,25.52,830,697,30460,6500,27750,I,1402
1199,MH09MH1199,WADI,1988,Dibri,Shirpur,TE,15.15,436,133,1540,40,1470,I,
1200,MH09MH1200,KOREGAON (SOLAPUR),1988,Koregaon,Barshi,TE,21.64,437,,1960,,1900,I,
