Sl. No.,Project Identification Code,Name of Dam,Year of completion,River,Nearest city,Type,Height above lowest foundation,Length of dam,"Volume content of
dam",Gross Storage capacity,"Reservoir
Area",Effective Storage capacity,Design pur-pose,Designed Spillway capacity
511,MH09MH0511,PIMPALGAON CHAMBHARE,1975,Local Nallah,Barshi Takali,TE,15.6,518,269,2530,600,2230,I,512
512,MH09MH0512,AMBIKHALSA,1975,Warudinadi,Sangamner,TE,15.28,820,,1730,340,1430,I,575
513,MH09MH0513,TIPPEHALLI,1975,Local Nallah,Jath,TE,18.12,444,187,2020,,1470,I,578
514,MH09MH0514,YELIV,1975,Nanhi,Khatav,TE,15.9,1200,68,2260,838,1860,I,639
515,MH09MH0515,BUDAKI,1975,Ambad,Shirpur,ER,15.18,1349,1730,2150,68,1730,I,643
516,MH09MH0516,LODHAWADE,1975,Local Nallah,Man,TE,16.03,555,5,990,663,70,I,645
517,MH09MH0517,JAMBHULANI (SANGALI),1975,Local Nallah,Atpadi,TE,15.87,1285,266,2850,,2150,I,668
518,MH09MH0518,MOTSAWANGA,1975,Madan,M'Pir,TE,21,1498,790,4680,714,3840,I,737
519,MH09LH0519,MAHABALESHWARWADI,1975,Local Nallah,Man,TE,13.42,864,163,2000,,1490,I,744
520,MH09LH0520,LINGNOOR,1975,Local Nallah,Miraj,TE,14.27,970,,2430,,1960,I,754.78
521,MH09MH0521,KUDALA,1975,Local Nallah,Bhokar,TE,17.05,886,150,4890,810,,I,825
522,MH09MH0522,BANGANGA,1975,Banganga,O'bad,TE,19.2,1170,164,5930,690,4960,I,826
523,MH09MH0523,TIKHOL,1975,Kalu,Parner,TE,18.53,360,,2430,64,1700,I,848
524,MH09MH0524,KOTHURDE,1975,Local Nallah,Mahad,TE,21.65,700,261.38,3097,,2490,I,855
525,MH09MH0525,KHADAK MALEGAON,1975,Local Nallah,Niphad,TE,16.38,1200,,3170,70,2500,,899
526,MH09LH0526,WADGAON TANDLI,1975,Bangari,A'Nagar,TE,13.75,1005,155,1900,73,1450,I,1002
527,MH09HH0527,KOLKEWADI,1975,Local Nallah,Chiplun,PG,64,497,576,36220,167,11220,H,1081
528,MH09MH0528,GHODEGAON,1975,Dev,Srigonda,TE,16.4,892,117,2510,625,2290,I,1271
529,MH09MH0529,SHEGAON,1975,Local Nallah,Jath,TE,19.92,498,107,8080,,5810,I,1274
530,MH09MH0530,NIRGUNA,1975,Nirguna,Patur,TE,25.7,1800,124,32290,4760,28840,I,1678
531,MH09MH0531,KARPARA,1975,Karpara,Jintur,TE,16.66,1046,344,27320,778,24700,I,2033
532,MH09HH0532,PALKHED,1975,Kadva,Dindori,TE,34.75,4110,1228,230100,5760,212400,I,4592
533,MH09LH0533,KHANDALA,1975,Local Nallah,Vaijapur,TE,12.83,590,,561,,477,I,
534,MH09LH0534,HADGA,1975,Local Nallah,Nilanga,TE,12.1,1440,,1480,580,1360,I,
535,MH09MH0535,SONPETHWADI,1975,Local Nallah,Mukhed,TE,15.1,795,,1580,,1440,I,
536,MH09LH0536,GADHEPIMPALGAON,1975,Local Nallah,Vaijapur,TE,10.52,344,,2014,966,1626,I,
537,MH09MH0537,JALDHARA,1975,Local Nallah,Kinwat,TE,19.4,454,,1870,,1770,I,
538,MH09LH0538,BHISI,1975,Local Nallah,Chimur,TE,13.47,990,101,2290,690,2190,I,
539,MH09MH0539,PELHAR,1975,Tr.of Amba,Vasai,TE,26,701,,,,,I,
540,MH09LH0540,ANJAGAON,1976,Local Nallah,Hingana,TE,14.86,610,14,1192,27.92,1124,I,11.35
