Sl. No.,Project Identification Code,Name of Dam,Year of completion,River,Nearest city,Type,Height above lowest foundation,Length of dam,"Volume content of
dam",Gross Storage capacity,"Reservoir
Area",Effective Storage capacity,Design pur-pose,Designed Spillway capacity
181,MH09LH0181,PARGAON SUDRIK,1969,Surswati,A'Nagar,TE,14.5,313,,1104,38,817,I,254
182,MH09MH0182,WALGUD,1969,Local Nallah,O'bad,TE,15,1036,,1620,524,1460,I,262
183,MH09LH0183,ANVI,1969,Local Nallah,JaLocal Nallaha,TE,12.76,1135,134,1800,54,1630,I,262
184,MH09LH0184,GALAN,1969,Local Nallah,Pachora,TE,11.33,1210,,2022,444,1874,I,313
185,MH09LH0185,AMLA,1969,Local Nallah,Majalgaon,TE,13.87,845,,1896,688,1696,I,385
186,MH09MH0186,CHANDPUR,1969,Local Nallah,Chandpur,TE,23.89,426,301.2,3010,52,2763,I,412
187,MH09MH0187,NIGNOOR,1969,Local Nallah,Umarkhed,TE,18.46,1098,210,3630,833,3370,I,443
188,MH09LH0188,GONDEGAON,1969,Local Nallah,Latur,TE,13.27,2407,,3010,1383,2707,I,491
189,MH09LH0189,TUNGI,1969,Local Nallah,Ausa,TE,12.72,982,,2770,1035,2580,I,508
190,MH09LH0190,KAMARGAON,1969,Mulamba,A'Nagar,TE,13.33,488,1099,2240,85,1920,I,509
191,MH09LH0191,CHINCHOLI TAPSE,1969,Local Nallah,Ausa,TE,13.71,1935,,3810,1675,3530,I,510
192,MH09LH0192,NASARDI,1969,Nali,AmaLocal Nallaher,TE,12.1,1011,99,2323,84,2078,I,576
193,MH09MH0193,KUNDRALA,1969,Local Nallah,Mukhed,TE,18.5,999,370,14680,253,12990,I,811
194,MH09MH0194,GHARNI,1969,Gharni,Sirur,TE,15.24,956,,25080,,22460,I,1882
195,MH09LH0195,DOLWAHAL (WEIR),1969,Kundlika,Roha,TE,12.5,543,1943,10070,3230,1840,I/S,3030
196,MH09HH0196,GIRNA,1969,Girna,Nandgaon,TE,54.56,963.17,2042,608980,60040,525920,I/H,8433
197,MH09LH0197,KHADKI,1970,Local Nallah,Hingna,TE,13.1,450,101,1178,34.94,1100,I,100
198,MH09MH0198,SAWARPANI,1970,Local Nallah,AnjangaonSurji,TE,18.23,155,68,680,123,610,I,120
199,MH09LH0199,KAMTHA,1970,Local Nallah,Tuljapur,TE,14.8,643,,1380,394,1236,I,186
200,MH09LH0200,SONKHED,1970,Local Nallah,Kandhar,TE,13.4,1006,,1641,,1500,I,224
201,MH09LH0201,IEET,1970,Local Nallah,Beed,TE,12.94,897,,1387,57,1257,I,229
202,MH09LH0202,TAKALI,1970,Local Nallah,Khamgaon,TE,12.77,1161,99.96,1120,487.29,870,I,232
203,MH09LH0203,ITOLA,1970,Local Nallah,Digras,TE,14.3,240,,1495,,1360,I,237
204,MH09MH0204,GONDWAGHOLI,1970,Bhuleshwan,Achalpur,TE,16.07,360,218,1130,318,950,I/S,246
205,MH09LH0205,PACHANGRI,1970,Local Nallah,Patoda,TE,14.64,687,,1380,449,1235,I,250
206,MH09MH0206,GHODEGAON,1970,Local Nallah,Jamner,TE,21.8,975,127.7,2047,,1931,I,283.09
207,MH09LH0207,SATKUND,1970,Satkund,Kannad,TE,13.1,1100,68,1810,,1660,I,296
208,MH09MH0208,MANAGAD,1970,Local Nallah,Gondia,TE,15.7,602,259,7825,1104.8,5624,I,302.5
209,MH09MH0209,GARKHED,1970,Local Nallah,Shindkhed Raja,TE,16.19,472,181,2163,413,1990,I,323
210,MH09LH0210,PIMPALDARI,1970,Local Nallah,Kalmnuri,TE,12.02,698,152,2450,,2250,I,324
