Sl. No.,Project Identification Code,Name of Dam,Year of completion,River,Nearest city,Type,Height above lowest foundation,Length of dam,"Volume content of
dam",Gross Storage capacity,"Reservoir
Area",Effective Storage capacity,Design pur-pose,Designed Spillway capacity
391,MH09LH0391,KAWADI,1973,Local Nallah,Kawadi,TE,12.4,537,,,,,I,
392,MH09LH0392,POIP,1974,Local Nallah,Malvan,TE,12.37,817,92,1111,1160,1068,I,4.23
393,MH09LH0393,SEONIBONDKI,1974,Local Nallah,Ramtek,TE,12.69,624,116,877,27.22,850,I,47
394,MH09MH0394,ZILPI,1974,Local Nallah,Hingana,TE,18.95,409,164.12,1559,25.88,1510,I,80
395,MH09MH0395,KARVE,1974,Local Nallah,Walwa,TE,16.86,1099,16,1640,,1000,I,90
396,MH09MH0396,KOTWALBORDI,1974,Local Nallah,Katol,TE,15.23,510,119,1418,433.1,1320,I,98
397,MH09LH0397,DADANZARI,1974,Local Nallah,Bhandara,TE,10.91,1030,129,1300,3.68,1230,I,110
398,MH09LH0398,DAVALGAON,1974,Local Nallah,Kandhar,TE,12.1,647,,915,,845,I,119
399,MH09LH0399,SAWANGI,1974,Local Nallah,Arvi,TE,13.05,795.5,164,2070,703,1980,I,137
400,MH09MH0400,GAOLANDOH,1974,Local Nallah,Dharni,TE,17.6,445,102,1630,350,1610,I,145
401,MH09LH0401,CHILGAON,1974,Local Nallah,Jamner,TE,10.6,1038,59.97,808,351,730,I,149
402,MH09LH0402,CHIKHALI,1974,Local Nallah,Chikhali,TE,11.1,596,90.02,1020,360.5,940,I,154
403,MH09LH0403,AGATATOLA,1974,Local Nallah,Deori,TE,11.48,1020,,2150,7.77,2030,I,154.1
404,MH09MH0404,BHOSE (SANGLI),1974,Dondoha,Miraj,TE,15.18,456,101,1030,,943,I,160
405,MH09LH0405,KORAGAONWADI,1974,Local Nallah,Omerga,TE,11.13,1346,,1440,696,1330,I,170
406,MH09MH0406,WATHOD,1974,Local Nallah,Manora,TE,16.6,290,125,1980,,1900,I,172
407,MH09LH0407,SALSINGI,1974,Chokare,Bhusawal,TE,12.67,523,1200,1373,486,1266,I,177
408,MH09MH0408,KANERIWADI,1974,Local Nallah,Karveer,TE,17.5,907,71,2600,631,2220,I,182
409,MH09LH0409,ANJANDOH,1974,Local Nallah,A'bad,TE,14.6,521,,1333,1757,1231,I,191
410,MH09LH0410,MORHAL,1974,Local Nallah,Barshi Takali,TE,12.13,690,156,1060,404,960,I,200
411,MH09LH0411,HANUMANTKHEDA,1974,Local Nallah,Kannad,TE,12.85,,,1406,,1293,I,207
412,MH09MH0412,GUHAGHAR,1974,Local Nallah,Guhaghar,TE,19.13,116,49,4470,911,4050,I,231.66
413,MH09LH0413,WAGHLA,1974,Local Nallah,Chalisgaon,TE,11.6,642,40,1418,47.88,1205,I,237
414,MH09LH0414,DUDHAD,1974,Local Nallah,Hadgaon,TE,14.7,687,,2420,,2280,I,238
415,MH09MH0415,JAMBUTAKE,1974,Netravati,Chandwad,TE,18.91,799,130,2200,340,1880,I,241.22
416,MH09MH0416,ROHANA,1974,Local Nallah,M.Pir,TE,18.32,275,144,2910,,2790,I,249
417,MH09MH0417,GHOTI,1974,Local Nallah,Kalamb,TE,15.21,470,185,2350,140,2070,I,264
418,MH09LH0418,AMBULGA,1974,Local Nallah,Degloor,TE,12.5,770,,1590,,1444,I,284
419,MH09MH0419,VIRKHEL,1974,Local Nallah,Sakri,TE,15.5,642,740,880,62,788,I,286
420,MH09LH0420,KAMALAPUR,1974,Local Nallah,Gadchiroli,TE,11.8,743,97,1884,660,1643,I,292
