Sl. No.,Project Identification Code,Name of Dam,Year of completion,River,Nearest city,Type,Height above lowest foundation,Length of dam,"Volume content of
dam",Gross Storage capacity,"Reservoir
Area",Effective Storage capacity,Design pur-pose,Designed Spillway capacity
241,MH09MH0241,SHIRPUTI,1971,Local Nallah,Washim,TE,19.35,355,,2220,196,1930,I,168
242,MH09MH0242,TAKLI BORKHEDI,1971,Local Nallah,Wardha,TE,19.31,320,168,1740,294,1640,I,172
243,MH09LH0243,GOLATGAON,1971,Lahuki,A'bad,TE,11.83,1271,102,1354,627,1227,I,205
244,MH09LH0244,BANPURI,1971,Local Nallah,Atpadi,TE,13.8,510,109,1410,,1230,I,226
245,MH09MH0245,UNHERE,1971,Tr.of Amba,Sudhagad,TE,18.7,533,190,2810,451.5,1740,I,262
246,MH09LH0246,SENDURSENA,1971,Sendursena,Basmath,TE,12.04,1518,213,1883,,1722,I,273
247,MH09MH0247,NIMGAON MAHALUNGI,1971,Kamini,Shirur,TE,17.3,3140,33,3370,,2970,I,275
248,MH09LH0248,MISALWADI,1971,Local Nallah,Deulgaon Raja,TE,14.66,581,118,2070,544,1880,I,295
249,MH09MH0249,KARANJA,1971,Karanja,Karanja,TE,15.28,906,153,2530,783,2348,I,303
250,MH09LH0250,KHADKI,1971,Local Nallah,Gevrai,TE,11.76,916,,1489,526,1285,I,316
251,MH09LH0251,PAROLA,1971,Local Nallah,Hingoli,TE,11.13,759,140,2112,,1905,I,326
252,MH09MH0252,GOTALA,1971,Local Nallah,Ahmedpur,TE,15.63,1020,185.93,3430,810,3220,I,336
253,MH09LH0253,NANDERA,1971,Local Nallah,Nagpur,TE,10.8,594,79,3250,42,3020,I,355
254,MH09MH0254,KONAMBE,1971,Deo,Sinnar,TE,19.4,630,84,2670,478,1330,I,374.5
255,MH09MH0255,DONGARGAON,1971,Local Nallah,Wardha,TE,16.98,543,341,4810,1080,4410,I,382
256,MH09LH0256,GONDEGAON,1971,Koka Nalla,Jamner,TE,14.61,1081,,2.1,,1.9,I,383
257,MH09MH0257,SHIRAWALI,1971,Local Nallah,Khed,TE,16.75,320,54,3365,370,2969,I,418.52
258,MH09LH0258,DUDHKHEDA,1971,Mhais,Shahada,TE,12.4,1165,150,3725,967,3360,I,463
259,MH09LH0259,SONEGAON,1971,Local Nallah,Kandhar,TE,10.06,1337,,2110,,1783,I,466
260,MH09LH0260,TRIVENI,1971,Local Nallah,Morshi,TE,14.45,1088,228,3290,592,3010,I,480
261,MH09MH0261,UMRI DAM,1971,Ambadoh,Saoner,TE,21.51,500,361,5900,805,5770,I,516
262,MH09MH0262,INCHARNA,1971,Incharna,Patoda,TE,15.69,547,,2630,688,2279,I,527
263,MH09LH0263,KULTHE,1971,Nandad,Dhule,TE,13.2,1200,2850,3208,98,2850,I,654
264,MH09MH0264,ALEGAONPAGA,1971,Ambi,Shirur,TE,15.24,289,192,2030,,1810,I,695
265,MH09MH0265,BODHEGAON,1971,Bodhegaon,Majalgaon,TE,17.1,761,4199,4240,,3650,I,751
266,MH09MH0266,MORNA,1971,Local Nallah,Patur,TE,28.65,600,1109,44740,4930,41460,I,1631
267,MH09HH0267,GYANGANGA,1971,Gyanganga,Khamgaon,TE,35.73,639,1380,36270,4151,33930,I,1742
268,MH09HH0268,UPPER PUS (PUS),1971,Pus,Pusad,TE,42,744,1980,113920,8953,91260,I,4007
269,MH09LH0269,KHAPRI,1972,Local Nallah,Umrer,TE,11.15,1045,143,2198,401.08,2116,I,80
270,MH09MH0270,BURBHUSHI,1972,Local Nallah,Bhokar,TE,22.75,667,,1140,,1070,I,105
