"Sl
No",Project Identification Code,Name of Dam,Year of comple- tion,River,Nearest city,Type,Height above lowest foundation,Length of dam,Volume content of dam,Gross Storage capacity,Reservoir Area,Effective Storage capacity,Pur- pose,Designed Spillway capacity
151,CG03LH0151,KARTAMA TANK,1987,Local Nalla,Baikunthpur,TE,14,650,180,1120,281,1070,I,110
152,CG03LH0152,KHAIRKHEDA,1987,Local,Kanker,TE,10.3,975,46,2150,494,2064,I,25
153,CG03MH0153,LONGIT TANK,1987,Local Nalla,Odgi,TE,15.85,450,150,700,193,540,I,75
154,CG03MH0154,MORGA TANK,1987,Local Nalla,Manendragarh,TE,21,495,296,1288,274,1143,I,35
155,CG03MH0155,MOTIAMOTI,1987,Local,Rajnandgaon,TE,24.27,13674,,29449.47,29430,26476.21,I,735
156,CG03MH0156,PONDI TANK,1987,Local Nalla,Khadgawan,TE,16,690,246,15.1,291,806,I,24
157,CG03LH0157,PONDI TANK,1987,Local Nalla,Ramchandrapur,TE,12.6,823,187,490,325,471,I,68
158,CG03LH0158,PRADODAH TANK,1987,Local Nalla,Surajpur,TE,13.55,270,70,1060,255,1010,I,115
159,CG03MH0159,BADRA TANK,1988,Local Nalla,Khadgawan,TE,20.58,288,164,1210,125,1080,I,69
160,CG03LH0160,BANKIPUR TANK,1988,Local Nalla,Ambikapur,TE,12.1,855,86,202,637,185,I,121
161,CG03LH0161,BINJALI TANK,1988,Local,Kanker,TE,13.3,2130,,4360,15783,4155,I,77
162,CG03LH0162,JUNWANI TANK,1988,Local,Kartala,TE,10.5,675,54,986,319,932,I,94
163,CG03LH0163,KEOTI TANK,1988,Local Nalla,Bhaiyathan,TE,10.63,615,101,66,65,28,I,15
164,CG03LH0164,KHALIBA TANK,1988,Local Nalla,Ambikapur,TE,11.95,660,49,1500,535,1352,I,66
165,CG03MH0165,PATHARGAWAN,1988,Local Nalla,Baikunthpur,TE,15.31,428,140,1030,230,960,I,31
166,CG03LH0166,RAIMA TANK,1988,Local Nalla,Surajpur,TE,13.95,900,247,1416,1210,1332,I,180
167,CG03LH0167,SADAMAR TANK,1988,Local,Pondi Uprora,TE,10.67,610,138,827,388,688,I,38
168,CG03MH0168,TANJARA TANK,1988,Local Nalla,Sonhat,TE,18.34,225,104,790,218,610,I,80
169,CG03MH0169,TARTORA TANK,1988,Local Nalla,Khadgawan,TE,16.1,429,301,1821,360,1405,I,47
170,CG03MH0170,AJABNAGAR TANK,1989,Local Nalla,Surajpur,TE,16.65,1500,576,2140,1018,1971,I,15
171,CG03HH0171,SONDUR,1989,Local,Kanker,TE,38.2,3368,2065,198100,24160,179609,I,5407
172,CG03MH0172,STYANAGAR TANK,1989,Local Nalla,Bhaiyathan,TE,15,840,264,809,195,755,I,85
173,CG03HH0173,MINIMATA BANGO,1990,Hasdeo,Korba,TE/PG,87,2509.5,,3416000,18490,3046000,I,24000
174,CG03LH0174,RAMANUJGANJ TANK,1990,Local Nalla,Ramchandrapur,TE,13.98,1390,100,1606,307,1330,I,56
175,CG03MH0175,BADAULI TANK,1991,Local Nalla,Rajpur,TE,18.64,600,107,2250,688,2139,I,101
176,CG03LH0176,FULWARI TANK,1991,Local,Takhatpur,TE,11,1525,83,2830,967,2580,I,80
177,CG03MH0177,GHOGHRA TANK,1991,Local Nalla,Batouni,TE,20.97,347,198,1735,336,1575,I,44
178,CG03LH0178,KATHRIPALI TANK,1991,Local,Gharghoda,TE,12.15,690,146,760,180,720,I,47
179,CG03LH0179,KEHRA NALLA TANK,1991,Local,Kartala,TE,11.8,1320,300,2380,855,2281,I,68
180,CG03MH0180,KHAMHARPAKUT  T.,1991,Kharun,Lailunga,TE,21.85,960,620,20098,3558,18152,I,348
