Sl. No.,Project Identification Code,Name of Dam,Year of completion,River,Nearest city,Type,Height above lowest foundation,Length of dam,"Volume content of
dam",Gross Storage capacity,"Reservoir
Area",Effective Storage capacity,Design pur-pose,Designed Spillway capacity
481,MH09LH0481,ZARI,1975,Local Nallah,Zari,TE,14.12,721,147,1590,,1420,I,189
482,MH09LH0482,KHANDEZARI,1975,Local Nallah,Bhivapur,TE,12.24,703,112,1663,51.4,1594,I,199
483,MH09LH0483,DAHIGAON DHANORA,1975,Local Nallah,Tivasa,TE,14.14,460,123,1960,1236,1810,I,211
484,MH09LH0484,PIMPALGAON HANDE,1975,Local Nallah,Barshi Takali,TE,11.24,635,113,1411,450,1261,I,214
485,MH09LH0485,ZARI,1975,Local Nallah,Ahmedpur,TE,13.55,855,,1992,580,1872,I,217
486,MH09MH0486,TELENGSHI,1975,Kharnalla,Jambhed,TE,17.12,622,110,1070,272,960,I,218
487,MH09LH0487,DHANAJ,1975,Local Nallah,Pusad,TE,14,350,,1650,475,1210,I,219
488,MH09MH0488,WAVAD,1975,Nagzari,Nandurbar,TE,16.9,525,1360,1485,67,1428,I,224
489,MH09MH0489,BORWA,1975,Local Nallah,Manora,TE,15.6,305,,2582,479,1980,I,235
490,MH09LH0490,BHADBHADYA,1975,Local Nallah,Tirora,TE,13.14,386,,3020,11.91,2890,I,235.7
491,MH09MH0491,AUNDHA,1975,Local Nallah,Hingoli,TE,15.2,466,157,1790,,1644,I,238
492,MH09LH0492,NAKHATWADI,1975,Local Nallah,Gangakhed,TE,13.5,1069,111,1758,,1626,I,240
493,MH09LH0493,ALUR,1975,Local Nallah,Omarga,TE,11.99,934,0.8,1123,153,969,I,245
494,MH09LH0494,PORJAL,1975,Local Nallah,Basmath,TE,12.35,1965,1755,2807,,2656,I,272
495,MH09LH0495,DEODHARI,1975,Local Nallah,Kalmanuri,TE,13.2,600,53,2060,,1898,I,275
496,MH09LH0496,JOJALI,1975,Local Nallah,Paranda,TE,12.15,905,79.69,975,383,806,I,302
497,MH09LH0497,BAMRUD,1975,Khadki,Pachora,TE,13.11,1217,107.36,2336,955,2170,I,302
498,MH09MH0498,MORBE,1975,Local Nallah,Panvel,PG,22.4,276,15,3600,,3120,I,308
499,MH09LH0499,TAKALGAON,1975,Local Nallah,Kandhar,TE,11.56,800,,1450,,1310,I,312
500,MH09LH0500,GANORI,1975,Local Nallah,A'bad,TE,14.65,920,,2320,,2135,I,314
501,MH09LH0501,MUGAON,1975,Local Nallah,Paranda,TE,11.2,623,83.88,1000,39,820,I,319
502,MH09LH0502,PEDGAON,1975,Local Nallah,Parbhani,TE,10.2,1495,127,2616,,2395,I,359
503,MH09LH0503,PANSHEWADI,1975,Local Nallah,Kandhar,TE,14.83,455,,1790,,1590,I,360
504,MH09LH0504,SHIRASMANI,1975,Local Nallah,Parola,TE,10.95,1328,75.8,1759,62.75,1539,I,366
505,MH09LH0505,KAWALEWADA,1975,Local Nallah,Tumsar,TE,11.15,1000,,2030,20.06,1890,I,385.5
506,MH09LH0506,NAGTHANA,1975,Local Nallah,Tumsar,TE,11.3,2359,138.2,3110,1562,2780,I,440.35
507,MH09MH0507,WAGHDARE,1975,Sivana,Kannad,TE,15,1085,204,3470,,3176,I,454
508,MH09LH0508,MALWADI,1975,Local Nallah,Sinnar,TE,10.53,1993,,2000,814,1540,I,467
509,MH09LH0509,CHI-UMBERGA,1975,Local Nallah,Tuljapur,TE,14,1381,,2820,1464,2467,I,498
510,MH09MH0510,KADEGAON,1975,Local Nallah,Kadegaon,TE,17.54,1120,187,2360,,1570,I,508
