Sl. No.,Project Identification Code,Name of Dam,Year of completion,River,Nearest city,Type,Height above lowest foundation,Length of dam,"Volume content of
dam",Gross Storage capacity,"Reservoir
Area",Effective Storage capacity,Design pur-pose,Designed Spillway capacity
841,MH09MH0841,PETHWADAJ,1980,Local Nallah,Kandhar,TE,19.5,1260,495,11600,2970,9040,I,1185
842,MH09HH0842,HARANBARI,1980,Mosam,Satana,TE,34,1419,2375,34780,5540,33020,I,1312
843,MH09HH0843,UJJANI,1980,Bhima,Madha,TE/PG,56.4,2534,3320,3320,336.5,1517.2,I/H,15010
844,MH09LH0844,KOLYACHIWADI,1980,Local Nallah,Rahuri,TE,14.8,414,122,1095,,1095,I,
845,MH09HH0845,UMATE,1980,Local Nallah,Alibagh,TE,30,38.2,,2440,,2290,S,
846,MH09MH0846,BHULGAD,1980,Local Nallah,Khadakdoh,TE,16.3,508,,,,,I,
847,MH09LH0847,JAMGAON,1981,Local Nallah,Warud,TE,13,410,,670,220,640,I,58
848,MH09MH0848,PULAS,1981,Local Nallah,Kudal,TE,17,259,79,1535,260,1508,I,94.62
849,MH09MH0849,PIMPALOCAL NALLAHARE,1981,Local Nallah,Dindori,TE,17.73,910,259,2250,528,2190,I,95.69
850,MH09LH0850,ANJANA,1981,Local Nallah,Soygaon,TE,11.5,1073,,863,,796,I,113
851,MH09MH0851,KALWANDE,1981,Local Nallah,Chiplun,TE,18.56,254,91,1967,260,1927,I,113.48
852,MH09LH0852,GODRI,1981,Local Nallah,Jamner,TE,12.6,820,70.23,915,268,848,I,126
853,MH09MH0853,SHENDRI,1981,Local Nallah,Gadhinglaj,TE,20.14,625,,1810,,1740,I,130
854,MH09MH0854,KASARI,1981,Local Nallah,Kaij,TE,15.52,496,97,872,297.3,870,I,143
855,MH09MH0855,BENI,1981,Beni,Lanja,TE,17,258,48,2446,726,2400,I/S,157.78
856,MH09MH0856,KASARI-I,1981,Golmadi,Nadgaon,TE,15.11,840,,1.58,,1.32,I,159.5
857,MH09LH0857,CHORKUND,1981,Local Nallah,Ghantanji,TE,12.06,390,,1510,,1420,I,162
858,MH09MH0858,HATTIPADA,1981,Local Nallah,Vasai,TE,21.34,456,259,2060,295,2000,I,163
859,MH09LH0859,RIDHORA,1981,Local Nallah,Malegaon,TE,12.72,360,59,1087,323,1000,I,167
860,MH09MH0860,BOTHI,1981,Bothi,Ahmedpur,TE,19.15,483,185,1820,,1704,I,176
861,MH09MH0861,BORI,1981,Local Nallah,Sangamner,TE,21.49,382,151,1353,283,1254,I,191
862,MH09MH0862,MARSUL,1981,Local Nallah,Umarkhed,TE,19.84,321,224,2370,360,2230,I,199
863,MH09MH0863,MAHIM KELWA,1981,Local Nallah,Palghar,TE,17.6,886,361.75,3390,622.6,2700,I,207
864,MH09MH0864,CHARTHAN,1981,Local Nallah,Yedalabad,TE,17.6,787,127,1388,,1270,I,209.1
865,MH09MH0865,NIMBHORA,1981,Anjana,Kannad,TE,17.6,857,158,1560,40,1436,I,211
866,MH09LH0866,PATHRAD,1981,Local Nallah,Chalisgaon,TE,13.6,1137,,1273,117,1102,I,212
867,MH09MH0867,OSRAM,1981,Manavahal,Kanakavali,TE,18.18,435,71,1911,630,1819,I,221.7
868,MH09LH0868,MALKUNJI,1981,Local Nallah,Ausa,TE,13,103,,1738,564,1603,I,244
869,MH09LH0869,TISGAON,1981,Local Nallah,A'bad,TE,14,,,1977,,1788,I,270
870,MH09MH0870,KONE,1981,Local Nallah,Nasik,TE,15.8,489,104.58,2629,230,2300,I,278.2
