"Sl
No",Project Identification Code,Name of Dam,Year of comple- tion,River,Nearest city,Type,Height above lowest foundation,Length of dam,Volume content of dam,Gross Storage capacity,"Reservoir
Area",Effective Storage capacity,Pur- pose,Designed Spillway capacity
241,MP08MH0241,JAMUNHAI,1975,Local,Panna,TE,16.02,1185,-,897,-,820,I,42.9
242,MP08MH0242,LAKADJAM,1976,Local,Chicholi,TE,16.92,1116,,575,94,512,I,27.68
243,MP08LH0243,ASRAR,1976,Local,Satna,TE,10.5,1170,-,696,192,649,I,46
244,MP08LH0244,RUI,1976,Local,Barwani,TE,13.7,292,-,1028,209,799,I,197
245,MP08LH0245,MALSEONI,1976,Local,Betul,TE,10.51,570,,460,214,424,I,22
246,MP08MH0246,DEOPUR,1976,Local,Chicholi,,15.86,381,,943,229,866,I,52.77
247,MP08MH0247,RATHELI,1976,Local,Shahdol,TE,18.17,1290,,950,333,915,I,24.54
248,MP08LH0248,BISNOOR,1976,Local,Athner,TE,12.66,510,,1003,340,923,I,54
249,MP08MH0249,PAWARJHANDA,1976,Local,Shahpur,TE,16.08,426,,1197,341,1105,I,57.5
250,MP08MH0250,BARKHEDI,1976,Local,Sehore,TE,18.18,792.68,-,1250,347,1158,I,56
251,MP08MH0251,CHAIDIPURA,1976,Local,Mhow,TE,21.17,840,-,1430,359,1270,I,83.5
252,MP08MH0252,CHIRAHA,1976,Local,Panna,TE,15.46,533,-,1245,379,1145,I,58.63
253,MP08MH0253,SAPAHI,1976,Local,Sidhi,TE,17.68,228,2080,2200,383,2077,I,27
254,MP08MH0254,CHITA NALLA,1976,Local,Tikamgarh,TE,15.71,750,-,1033,418,893,I,149
255,MP08LH0255,GUDGAON,1976,Local,Bhainsdehi,TE,12.86,570,,805,455,725,I,46.3
256,MP08MH0256,POHAR,1976,Local,Multai,,15.08,602,,2069,504,1764,I,115
257,MP08LH0257,PUSLI,1976,Local,Athner,TE,13.5,671,,2109,529,1793,I,129.87
258,MP08LH0258,DHANTOLI,1976,Local,Dhar,TE,14.89,450,-,2410,558.33,1700,I,94
259,MP08LH0259,CHHAPARA,1976,,,TE,13,582,-,1771,588,1472,I,88
260,MP08LH0260,BEGDA,1976,Local,Alirajpur,TE,12.29,534,-,2270,630,1780,I,183.18
261,MP08LH0261,NAL TANK,1976,Local,Ratlam,TE,14.18,582,-,2495,727,2208,I,130
262,MP08MH0262,KUND,1976,Local,Chicholi,TE,19.5,1146,,3095,964,2688,I,171
263,MP08MH0263,MAU,1976,Local,Shahdol,TE,15.18,690,-,2089,985,1734,I,107
264,MP08LH0264,CHIRCHITTA,1976,Local,,TE,10.93,897,68.38,2619,1118,2536,I,22.57
265,MP08MH0265,LATAR,1976,Magrani,Anuppur,TE,15.09,1380,5053.57,3080,1132.88,2722,I,47.62
266,MP08LH0266,KISHANPURA,1976,Local,Indore,TE,13.3,950,-,2493,1150,2158,I,117.3
267,MP08HH0267,WAGYA NALLA,1976,Local,,TE,30.05,650,480.49,8400,1180,7700,I,245
268,MP08LH0268,"ASHOK NAGAR (TULSI
SAROVAR)",1976,Local,Ashok Ngr.,TE,11.8,911.35,-,1593,1181,1206,I,97.08
269,MP08MH0269,KERWAN,1976,Kerwan,Bhopal,TE,22.6,396.5,168,25026,4824,22600,I,453
270,MP08MH0270,CHANDRAKESHAR,1976,Local,Dewas,TE,21.1,2450,-,30070,5210,28480,I,870.74
