Sl. No.,Project Identification Code,Name of Dam,Year of completion,River,Nearest city,Type,Height above lowest foundation,Length of dam,"Volume content of
dam",Gross Storage capacity,"Reservoir
Area",Effective Storage capacity,Design pur-pose,Designed Spillway capacity
1051,MH09MH1051,DAHEGAON GONDI,1984,Local Nallah,Wardha,TE,16.8,410,18.5,3240,63,3040,I,315
1052,MH09LH1052,ZODGA,1984,Local Nallah,Zodga,TE,13.71,578,,1812,,,I,339.18
1053,MH09LH1053,MADALMONI,1984,Local Nallah,Gevrai,TE,11.55,1280,,1323,,1104,I,395
1054,MH09LH1054,CHORPANGRA,1984,Local Nallah,Lonar,TE,14.59,607,145.6,2370,,2170,I,443
1055,MH09LH1055,KATKERWADI,1984,Local Nallah,Ambejogai,TE,13.4,108,,1580,666,1260,I,470
1056,MH09LH1056,JALIHAL BK.,1984,Local Nallah,Jath,TE,14.05,648,116,2230,63.8,1910,I,600
1057,MH09MH1057,NAGZARI,1984,Nagzari,Kinwat,TE,17.25,1610,364,6460,1895,5690,I,624
1058,MH09HH1058,NATUWADI,1984,Tr.of Charti,Khed,TE,45.25,900,22.3,28080,2000,27230,I,690.73
1059,MH09MH1059,POKHARI,1984,Banganga,Nandgaon,TE,19.6,494,120,2343,453.44,1799,I,796.15
1060,MH09HH1060,MANIKDOH,1984,Kukadi,Junnar,PG,51.8,930,596,308060,18434,283070,I/H,1439
1061,MH09HH1061,KOLAR,1984,Kolar,Saoner,TE,30.11,2910,1084,35380,6430,31320,I,1598.2
1062,MH09LH1062,BORGAON (SOLAPUR),1984,Local Nallah,Akkalkot,TE,14.7,435,1639,2111,55.37,55.37,I,
1063,MH09LH1063,UKARWAHI,1984,Local Nallah,Umrer,TE,14.14,820,,1983,,,I,
1064,MH09MH1064,VANJALE,1985,Local Nallah,Murbad,TE,18.59,245,128,1610,275.4,1399,I,40
1065,MH09HH1065,PIMPAR,1985,Local Nallah,Guhagar,TE,35,285,44,1880,270,1861,I,48.46
1066,MH09LH1066,BHILKHED,1985,Local Nallah,Akot,TE,11.6,1090,98,910,313,840,I,122
1067,MH09LH1067,JUNEWAHI,1985,Local Nallah,Katol,TE,12.18,666,146,1573,0.43,1507,I,127
1068,MH09MH1068,KHARADE,1985,Local Nallah,Shahapur,TE,23.77,303,204.5,2320,276,2300,I,127
1069,MH09LH1069,SOONI,1985,Local Nallah,Ghatanji,TE,14.64,684,,1990,,1920,I,137
1070,MH09LH1070,CHORBAHULI,1985,Local Nallah,Ramtek,TE,12.22,1029,122,2079,65,1994,I,139.95
1071,MH09MH1071,TILLARI (FOREBAY),1985,Kharani Nalla,Chandgad,TE,22.74,350,52,2124,660,1514,H,147
1072,MH09LH1072,KINHI,1985,Local Nallah,Ghatanji,TE,12.85,805,,1350,,1250,I,150
1073,MH09MH1073,WAKURDE,1985,Morna,Shirala,TE,19.25,269,126,1610,,1590,I,156
1074,MH09MH1074,NISHANGHAT,1985,Local Nallah,Umrer,TE,16.16,485,159,2471,46.36,2377,I,159.1
1075,MH09MH1075,MUGDHAN,1985,Local Nallah,Nawapur,TE,21.37,422,264,2730,60,,I,168
1076,MH09MH1076,ZOLA,1985,Local Nallah,Babhulgaon,TE,18.18,534,692,2156,,2093,I,183
1077,MH09LH1077,ITKAL,1985,Local Nallah,Tuljapur,TE,10,88,,1189,466,1073,I,208
1078,MH09MH1078,POMBRE,1985,Local Nallah,Panhala,TE,24.11,488,55,6500,766,6360,I,235
1079,MH09LH1079,LOHARA,1985,Local Nallah,Pachora,TE,10.63,1455,92.25,1720,77.04,1288,I,246.2
1080,MH09MH1080,DARATI,1985,Local Nallah,Umarkhed,TE,16.4,720,197,2740,605,2520,I,249
