Sl. No.,Project Identification Code,Name of Dam,Year of completion,River,Nearest city,Type,Height above lowest foundation,Length of dam,"Volume content of
dam",Gross Storage capacity,"Reservoir
Area",Effective Storage capacity,Design pur-pose,Designed Spillway capacity
421,MH09MH0421,PIMPALKHUTI,1974,Local Nallah,Ralegaon,TE,16,640,138,2380,,2237,I,292
422,MH09MH0422,BHILAVALE,1974,Local Nallah,Khalapur,TE,20,485,105,3360,11.23,3060,I,296
423,MH09MH0423,WARSHI,1974,Hata,Kalwan,TE,18.19,960,134.53,1158,434.4,939,I,298.22
424,MH09MH0424,KESARNALA,1974,Kesarnala,Kalameshwar,TE,18.82,600,24.98,5142,83,3870,I,325
425,MH09MH0425,PIMPRI,1974,Pimpri,Udgir,TE,16.5,750,,2190,455,1990,I,341
426,MH09LH0426,SHEWGA,1974,Wangi,Jamner,TE,13.88,788,127,2798,1223,2572,I,357
427,MH09LH0427,BOTEZARI,1974,Local Nallah,Umrer,TE,13.5,952,,2485,,2400,I,378
428,MH09LH0428,SORNA,1974,Local Nallah,Chunabhatti,TE,14.33,1448,258,6170,20.66,5730,I,384.88
429,MH09MH0429,KASARBALKUND,1974,Local Nallah,Nilanga,TE,15.68,627,183.28,2490,459,2280,I,385.58
430,MH09MH0430,KHANDLAY,1974,Mandale,Dhule,TE,21.9,600,1350,1593,23,1348,I,413
431,MH09LH0431,BAGHEDA,1974,Local Nallah,Tumsar,TE,14.9,1920,42,4990,23.25,4530,I,416.7
432,MH09MH0432,KOTHARE,1974,Shewadinadi,Dhule,TE,15.75,1503,3680,4870,,4220,I,428
433,MH09MH0433,AMBEBARA,1974,Local Nallah,Nandurbar,TE,24.33,300,2100,2372,39,2106,I,443
434,MH09LH0434,GOVINDWADI,1974,Local Nallah,Georai,TE,11.75,2190,,3300,,3078,I,471
435,MH09LH0435,KONDEJ,1974,Local Nallah,Karmala,TE,10.82,945,,1790,,1490,I,480
436,MH09MH0436,KAPARA,1974,Local Nallah,Babhulgaon,TE,18.9,505,196,3370,213,3054,I,491
437,MH09MH0437,MANDKHOL,1974,Kunkeri,Swantwadi,TE,15.12,435,48,2250,1380,1619,I,499.71
438,MH09LH0438,VINCHURNI,1974,Local Nallah,Phaltan,TE,11.62,,85.8,1330,,1050,I,531
439,MH09LH0439,DATALI,1974,Gond,Sinnar,TE,11,1670,110,1620,,1320,I,553
440,MH09LH0440,DONGARGAON,1974,Deo,Yeola,TE,11.66,575,,1810,956,1640,I,563
441,MH09MH0441,HINGANI (K),1974,Kumbhar,Karmala,TE,16.6,750,,2220,,1850,I,571
442,MH09MH0442,AMBIKHAN,1974,Warodi,Sangamner,TE,15.28,800,124.45,1430,,1303,I,575.47
443,MH09MH0443,HIVARE,1974,Wanganga,Koregaon,TE,18.14,740,10,2740,668,2300,I,657
444,MH09LH0444,VEET,1974,Local Nallah,Karmala,TE,10.21,390,,2520,,2040,I,721
445,MH09MH0445,CHULBANDH,1974,Chulbandh,Gondia,TE,22.08,465,130,21458,3750,16540,I,846.11
446,MH09LH0446,HANAMGAON,1974,Local Nallah,Southsolapur,TE,11.1,,,2900,,2900,I,917.46
447,MH09MH0447,KACHAREWASTI,1974,Local Nallah,Atpadi,TE,18.75,1238,206,3130,,1880,I,973
448,MH09LH0448,AUTEWADI,1974,Ambiloda,A'nagar,TE,12.6,1120,110,2511,78,1566,I,1066
449,MH09MH0449,PALDHAG,1974,Wishwaganga,Motala,TE,24.06,841,280,9090,2024,7510,I,1095
450,MH09LH0450,DHAMNA,1974,Local Nallah,Bhokardan,TE,13,2560,443,10730,433,8490,I,1414
