Sl. No.,Project Identification Code,Name of Dam,Year of completion,River,Nearest city,Type,Height above lowest foundation,Length of dam,"Volume content of
dam",Gross Storage capacity,"Reservoir
Area",Effective Storage capacity,Design pur-pose,Designed Spillway capacity
1591,MH09HH1591,UTTARMAND,2001,Uttarmand,Patan,TE,46.45,1389,,24925,2393,,I,824
1592,MH09MH1592,GHAGARDARA,2001,Local Nallah,Dharur,TE,24.2,384,,2784,33.75,2380,I,985.33
1593,MH09MH1593,JAMKHEDI,2001,Jamkhedi,Sakri,TE,29.62,1750,710,14450,2081,12290,I,1113
1594,MH09HH1594,URMODI,2001,Urmoli,Satara,TE,32,1575,1283,82.94,206,76.72,I,1374
1595,MH09MH1595,CHANDOLI,2001,Local Nallah,Shahuwadi,TE,22.66,313,1762.69,1762.69,2.33,1403.9,I,
1596,MH09MH1596,NIL KANTESHWAR,2001,Local Nallah,Ambejogai,TE,19.18,304,,1960,,1520,I,
1597,MH09MH1597,BHIVARGI,2001,Patan,Jath,T.E.,15.85,1606,,11200,,8630,I,
1598,MH09MH1598,WARDH,2001,Local Nallah,Ralegaon,TE,19.42,405,,,,,I,
1599,MH09MH1599,PUSLI,2001,Devana,Warud,TE,18,2632,,,,,I,
1600,MH09MH1600,VILWADE,2002,Local Nallah,Sawantwadi,TE,15.28,495,147.4,1630,430,1584,I,74.34
1601,MH09MH1601,YELDARI,2002,Local Nallah,Ahmedpur,TE,19.8,,,1330,,,I,122
1602,MH09MH1602,WAIGHOLPADA,2002,Local Nallah,Trambak,TE,29.09,602,,4.94,,4.87,I,129.5
1603,MH09MH1603,DAITHANA,2002,Local Nallah,Parli,TE,16.99,452,,1650,,1400,I,270.28
1604,MH09MH1604,MORAVANE,2002,Local Nallah,Chiplun,TE,24.37,525,345,3841,377,2656,I,281.02
1605,MH09LH1605,JALGAONSUPE,2002,Local Nallah,Baramati,TE,10.34,527,,560,,450,I,313
1606,MH09LH1606,JIREGAON,2002,Local Nallah,Daund,TE,11.44,515,,1240,,840,I,461
1607,MH09MH1607,ANANDWADI,2002,Local Nallah,Chakur / latur,TE,18.8,,,2028,,1790,I,596.3
1608,MH09MH1608,MADAN,2002,Waghadinalla,Arvi,TE,26.55,1291,976.14,11460,,10460,I,662.5
1609,MH09MH1609,ARJUNWADI,2002,Local Nallah,Atpadi,T.E.,17.52,459,4680,,,,I,739
1610,MH09MH1610,KABRYAKHADAK,2002,Local Nallah,Sakri,TE,21.22,752,,3.96,,3.17,I,829.23
1611,MH09MH1611,CHIKHALINALLA,2002,Chikhalinalla,Katol,TE,17.68,1680,282.74,7202.9,44.8,5327.9,I,992
1612,MH09LH1612,WAKI,2002,Local Nallah,Baramati,TE,12.8,465,,2830,,2310,I,1870
1613,MH09MH1613,KUMBHARKINHI,2002,Kuptanalla,Darwha,TE,18.1,1079,,,,,I,
1614,MH09MH1614,DEVALE,2003,Local Nallah,Poladpur,TE,29.3,240,123,1233.5,12,,I,78
1615,MH09LH1615,GHAGARGAON,2003,Local Nallah,Indapur,TE,11.93,323,,1310,,1180,I,326
1616,MH09LH1616,MULIKWADI,2003,Local Nallah,Phaltan,TE,13.44,1350,115,1.66,316,1.36,I,498
1617,MH09LH1617,PONDEWADI,2003,Local Nallah,Indapur,TE,12.1,382,,1770,,1500,I,745
1618,MH09LH1618,MADANWADI,2003,Local Nallah,Indapur,TE,12.58,985,,5700,,4840,I,870
1619,MH09HH1619,MOR,2003,Mor,Faijpur,TE,43,1315,634,9510,130,7670,I,999
1620,MH09MH1620,BABHULGAON,2003,Local Nallah,Barshi,TE,16.93,16.5,56100,56100,2270,,I,1046
