Sl. No.,Project Identification Code,Name of Dam,Year of completion,River,Nearest city,Type,Height above lowest foundation,Length of dam,"Volume content of
dam",Gross Storage capacity,"Reservoir
Area",Effective Storage capacity,Design pur-pose,Designed Spillway capacity
31,MH09LH0031,JANALA,1912,Local Nallah,Chandrapur,TE,10.03,626.52,20,2010,725,1860,I,58
32,MH09LH0032,KHAIRI,1913,Local Nallah,Shindewahi,TE,12.37,335,110,5400,1518,3860,I,33
33,MH09MH0033,RAMTEK,1913,Sur,Ramtek,TE,22.2,229,1300,105130,21270,103000,I,515
34,MH09MH0034,CHANDPUR,1915,Chandpur,Tumsar,TE,19,1051,80.36,29025,9072,28879,I,339.25
35,MH09MH0035,LONAVALA,1916,Indrayani,Lonavala,PG,15.35,1544,,11.5,3.89,,I/H,129
36,MH09MH0036,WALWAN,1916,Indrayani,Maval,PG,26.36,1356,182,72500,14250,72122,H,171
37,MH09MH0037,DARNA,1916,Darna,Igatpuri,PG,28,1634,1886.1,226870,34750,209820,I,3336
38,MH09LH0038,PANGADI,1917,Local Nallah,Gondia,TE,11.9,770,,2130,8.59,2120,I,44.06
39,MH09MH0039,BODALKASA,1917,Bhagdeogoti,Tiroda,TE,19.2,510,107.62,17392,6450,16454,I,206.63
40,MH09MH0040,ASOLAMENDHA,1918,Local Nallah,Shindewadi,TE,18.08,1376.52,350,67015,1880,56375,I,758
41,MH09HH0041,SHIRVATA,1920,Indrayani,Maval,PG,38.71,2212,460,185980,13.08,185110,H,593
42,MH09MH0042,NALLESHWAR,1922,Local Nallah,Sindewahi,TE,20.35,1112,170,8880,3160,8180,I,308.43
43,MH09HH0043,THOKARWADI,1922,Indrayani,Maval,PG,59.44,741,212,363700,24.3,321200,H,546
44,MH09MH0044,CHORKHAMARA,1923,Sasanda,Tiroda,TE,21.05,1178,300,21051,5235,20800,I,264.94
45,MH09MH0045,GHORAZARI,1923,Gorazari,Nagbhir,TE,23.55,731.7,90,45080,976,38000,I,320
46,MH09MH0046,SIR PIRAJIRAV TALAV,1923,Local Nallah,Kagal,PG,21.95,1295,,2910,,,I/S,
47,MH09HH0047,BHANDARDARA,1926,Paravara,Akola,PG,82.35,2717,335,312400,743.18,307310,I,1503
48,MH09HH0048,BHATGHAR,1927,Yelwanti,Bhor,PG,57.92,1625,650,670650,31900,666000,I/H,1599
49,MH09HH0049,MULSHI,1927,Mula,Mulashi,PG,48.8,1533.38,,52230,3802,,H,1892
50,MH09MH0050,BHOJ,1932,Ulas,Ulasnagar,TE,22.25,419,164,2520,279.3,2300,I,163
51,MH09MH0051,MAS,1932,Mas,Khamgaon,TE,17.71,663,399,17500,4810,15040,I,1753
52,MH09LH0052,SANGAVI,1935,Local Nallah,Karmala,TE,13.29,,,2500,,2500,I,481
53,MH09MH0053,GHANEWADI,1935,Kundlika,JaLocal Nallaha,TE,15,836,,14440,,,S,
54,MH09MH0054,VISAPUR,1936,Hanga,Srigonda,TE,26,2692,130,33320,,33320,I,2627
55,MH09MH0055,ROOTY,1939,Bokdi,Rooty,TE,16,2091,8135,8130,2452,6573,I,1396
56,MH09LH0056,GONDUR,1942,Sasanti,Dhule,TE,11.6,1936,230,1563,83,1300,I,548
57,MH09LH0057,GHERADI,1943,Local Nallah,Sangola,TE,13,500,15,2820,,2820,I,368
58,MH09LH0058,HOTAGI,1944,Local Nallah,Southsolapur,TE,12.5,350,19,5270,,5270,I,571
59,MH09LH0059,MHAISWADI,1945,Local Nallah,Karamala,TE,12.23,780,,2040,,1530,I,755
60,MH09LH0060,LIMJIWADA,1947,Ghospuri,A'Nagar,TE,12.6,488,118,1415,39,1397,I,266
