Sl. No.,Project Identification Code,Name of Dam,Year of completion,River,Nearest city,Type,Height above lowest foundation,Length of dam,"Volume content of
dam",Gross Storage capacity,"Reservoir
Area",Effective Storage capacity,Design pur-pose,Designed Spillway capacity
1441,MH09LH1441,PALASNILGAON,1997,Local Nallah,Omerga,TE,14.65,,,5680,203,4968,I,1152
1442,MH09HH1442,MANGRUL,1997,Bhokar,Raver,TE,31,532,606,8980,146,6410,I,1238
1443,MH09MH1443,ANDHALI,1997,Man,Man,TE,18.6,2040,564,9270,2117,7420,I,1422
1444,MH09HH1444,KADWA,1997,Kadwa,Igatpuri,TE,31.84,1660,1245,59590,6705,52910,I,2821
1445,MH09MH1445,BAHULA,1997,Bahula,Tumsar,TE,17,5280,847,20030,581,16330,I,3802
1446,MH09MH1446,LOWER WUNNA (WADGAON),1997,Wadgaon,Nagpur,TE/PG,23.65,5330,2998,152600,36138,136000,I,10877
1447,MH09MH1447,MANKARNIKA,1997,Local Nallah,Ambejogai,TE,15.25,,,1138,,,,13210
1448,MH09LH1448,BELUNKI,1997,Local Nallah,Jath,TE,14,970,,70.84,,58.82,I,
1449,MH09MH1449,PIMPALGAON,1997,Local Nallah,Mahagaon,TE,21.84,700,,,,,I,
1450,MH09LH1450,KARDI,1997,Local Nallah,Buldana,TE,13.66,1086,,,,,I,
1451,MH09MH1451,NAWARGAON,1997,Nirgunda,Maregaon,TE,19.35,2740,,,,,I,
1452,MH09MH1452,KESAKARWADI,1998,Local Nallah,Shahuwadi,TE,29,633,850,5680,530,5620,I,52.85
1453,MH09MH1453,MARNEWADI,1998,Local Nallah,Mulshi,TE,18.33,430,874.24,874.24,126.8,843.38,I,64.06
1454,MH09HH1454,KARANJGAON,1998,Local Nallah,Chandgad,TE,30.7,615,735,2550,329.54,3440,I,64.4
1455,MH09MH1455,NAWALI,1998,Local Nallah,Nawapur,TE,19.24,198,166,1740,300,1704,I,68.77
1456,MH09MH1456,HERE,1998,Local Nallah,Chandgad,TE,27.32,523,694,3880,429.56,3810,I,72.45
1457,MH09MH1457,KUMARI,1998,Local Nallah,Gadhinglaj,TE,23.64,510,250,2590,384.29,2530,I,94.28
1458,MH09MH1458,SHERE,1998,Local Nallah,Mulshi,TE,22.98,205,1762.06,1762.06,,1682.83,I,123.2
1459,MH09MH1459,YERMALA,1998,Local Nallah,Kalamb,TE,15.27,237,,1409,2040,1286,I,133.73
1460,MH09MH1460,WAWA,1998,Local Nallah,Mangaon,TE,20.8,268,317,3174,38,3134,I,140
1461,MH09LH1461,DHODHO,1998,Local Nallah,Risod,TE,10.86,1122,122,1794,63,1650,I,153
1462,MH09MH1462,HINGANGAON (SANGALI),1998,Mandani,Atpadi,TE,16.02,2010,604,604,604,,I,156
1463,MH09MH1463,KALMESHWAR,1998,Local Nallah,Mehkar,TE,16.09,470,92.31,1451,533.3,1290,I,181
1464,MH09MH1464,WADJI,1998,Local Nallah,Kalamb,TE,22.97,232,,1750,230,1580,I,181.86
1465,MH09MH1465,HANABARWADI,1998,Local Nallah,Kagal,TE,23.65,304,354,2670,328.37,2400,I,207
1466,MH09LH1466,PANCHALA,1998,Local Nallah,Malegaon,TE,11.49,1411,151,1850,32,874,I,215
1467,MH09MH1467,SADAGAON LADACHI,1998,Local Nallah,Nashik,TE,25.65,750,400.34,5820,10.4,4870,I,224.81
1468,MH09MH1468,GADADDEO,1998,Anrluk,Shirpur,TE,22.8,584,142,1730,40,1650,I,230.83
1469,MH09MH1469,NANDGAON,1998,Local Nallah,Bhoom,TE,22.51,275,,1980,3100,1620,I,254.58
1470,MH09MH1470,CHINCHPANI,1998,Local Nallah,Akot,TE,17.25,1035,421,2270,509,2110,I,302.3
