Sl. No.,Project Identification Code,Name of Dam,Year of completion,River,Nearest city,Type,Height above lowest foundation,Length of dam,"Volume content of
dam",Gross Storage capacity,"Reservoir
Area",Effective Storage capacity,Design pur-pose,Designed Spillway capacity
451,MH09MH0451,DINA,1974,Dina,Charmoshi,TE,21.49,3137,957,61150,13765,55940,I,1671
452,MH09MH0452,KANOLI,1974,Bori,Dhule,TE,24.5,459,290,11900,217,8450,I,1840
453,MH09MH0453,NAZARE,1974,Karha,Purandar,TE,22.54,2021,1010,22316,3890,16650,I/S,2425
454,MH09HH0454,KARANJWAN,1974,Kadwa,Dindori,TE,39.31,2483,1960,175580,18420,166220,I,2724
455,MH09MH0455,KATEPURNA,1974,Katepurna,Barshi Takali,TE,29.5,2000,693,97670,12430,86350,I/S,2783
456,MH09LH0456,LENGARE,1974,Longi,Khanapur,TE,14.4,505,,29.84,,25.11,I,
457,MH09LH0457,KALLUR,1974,Local Nallah,Udgir,TE,13.24,840,932,1194,363,1102,I,
458,MH09LH0458,CHIKURDA,1974,Local Nallah,Latur,TE,10.18,1826,,1599,904,1438,I,
459,MH09MH0459,PANJRA BOTHLI,1975,Local Nallah,Arvi,TE,17.65,380,200,2056,290,1950,I,34.05
460,MH09LH0460,SALEBARDI,1975,Asaldodi,A'Morgaon,TE,10,1236,,1560,3.88,1530,I,53.75
461,MH09MH0461,RANIVALI,1975,Local Nallah,Shrivardhan,TE,24.5,330,220,2270,244.8,2200,I,60
462,MH09MH0462,BAMNOLI,1975,Local Nallah,Panvel,TE,22,410,237,2529,,2490,I,60
463,MH09LH0463,ADELI,1975,Local Nallah,Sawandwadi,TE,12.79,920,56,1330,400,1288,I,61
464,MH09MH0464,PIPARIA,1975,Tenatola,Gondia,TE,15.43,664,106,1389,190,1342,I,62.01
465,MH09LH0465,ANTERGAON,1975,Local Nallah,Shindewahi,TE,10.8,1830,146,1841,700,1793,I,72
466,MH09MH0466,UMRI,1975,Local Nallah,Arvi,TE,20.98,527,128,2550,426,2400,I,95.4
467,MH09MH0467,TULJAPUR,1975,Local Nallah,Patur,TE,15,450,89,920,263,870,I,101.7
468,MH09LH0468,MAHURPADA,1975,Local Nallah,Ramtek,TE,12.24,931,84,1070,43.7,1001,I,106
469,MH09MH0469,MOHAKHURD,1975,Local Nallah,Jawahar,PG,22,232,215,4840,,4700,I,120
470,MH09LH0470,KHARAD,1975,Local Nallah,Yavatmal,TE,12.05,345,,1320,584,1260,I,122
471,MH09LH0471,JHATALA,1975,Local Nallah,Ghatanji,TE,12.46,798,,1590,,1380,I,122
472,MH09LH0472,KURHADWAKDI,1975,Local Nallah,Pachora,TE,14.1,555,43.21,1068,219,995,I,126
473,MH09MH0473,HINGANGAON (SATARA),1975,Ardeshi,Phalkan,TE,17.53,1032,1470,1240,52,1240,I,140
474,MH09LH0474,VITNAR,1975,Local Nallah,Jalgaon,TE,12,1505,110,1135,41,1051,I,152
475,MH09LH0475,PIMPALGAON NATH,1975,Local Nallah,Khangaon,TE,13.6,568,69,1640,485.7,1560,I,153
476,MH09MH0476,SONKHAS,1975,Khanday,M Pir,TE,17.5,330,139,1440,253,1359,I,154
477,MH09LH0477,MALWADI,1975,Local Nallah,Phaltan,TE,11.63,348,45,1340,,1250,I,164
478,MH09MH0478,SONDO,1975,Sondo Nalla,Rajura,TE,23.19,750,380,2149,700,1998,I,174.6
479,MH09LH0479,WAKADI,1975,Local Nallah,Pachora,TE,11.56,1453,87.39,1053,139.55,967,I,186.52
480,MH09MH0480,GHATKHED,1975,Local Nallah,Amravati,TE,19.67,382,191,1750,256,1575,I,187
