Sl. No.,Project Identification Code,Name of Dam,Year of completion,River,Nearest city,Type,Height above lowest foundation,Length of dam,"Volume content of
dam",Gross Storage capacity,"Reservoir
Area",Effective Storage capacity,Design pur-pose,Designed Spillway capacity
1621,MH09MH1621,CHARGAD,2003,Chargad,Amravati,TE,24.5,3740,1095,12005,2842,8266,I/S,1107.5
1622,MH09HH1622,ANDRA VALLEY,2003,Andra,Maval,TE,40.45,330,207.86,83310,7421,82750,I,1110
1623,MH09MH1623,THITEWADI,2003,Vel,Shirur,TE,21.1,1320,,9.86,1914,714,I,1623
1624,MH09MH1624,PENTAKALI,2003,Penganga,Mehkar,TE,27.5,990,694.35,67355,12870,59976,I,6476
1625,MH09HH1625,PARULE,2004,Local Nallah,Rajapur,TE,30.84,323.42,427.04,,162.28,,I,40.32
1626,MH09MH1626,MALATWADI,2004,Local Nallah,Chandgad,TE,18.07,325,173.52,1524,200,1109,I,70.7
1627,MH09MH1627,SIRSADI,2004,Local Nallah,Dapoli,TE,28.15,660,255,4407,420,4351,I,90.58
1628,MH09MH1628,KHAMKARWADI,2004,Local Nallah,Radhanagari,TE,26.34,204,1162,1087,16.31,1087,I,144.9
1629,MH09HH1629,PHAYE,2004,Local Nallah,Bhudargad,TE,34.13,355.65,3932.42,3930,373.32,38.5,I,190
1630,MH09MH1630,ANSING,2004,Local Nallah,Washim,TE,25.73,220,2854,1688,3135,1594,I,194
1631,MH09MH1631,SINDGAON,2004,Local Nallah,,TE,16.3,2150,,1690,,,I,366.67
1632,MH09MH1632,CHINCHALI,2004,Local Nallah,Mandangad,TE,25.55,325,199,,209,,I/H,383
1633,MH09LH1633,BHOPGAON,2004,Chambali,Purandar,TE,14.5,875,,1.68,,1.39,I,420
1634,MH09MH1634,CHOLMUKH,2004,Local Nallah,Peth,TE,23.44,400,,3.49,,3.24,I,618.82
1635,MH09HH1635,PIMPALWADI,2004,Dubi river,Khed,TE,50.84,612,2915,25.17,1555,23.82,I,655
1636,MH09MH1636,TIVARE,2004,Local Nallah,Chiplun,TE,28,308,,,,,,
1637,MH09MH1637,JUWATHI,2004,Local Nallah,Rajapur,TE,27.58,416,,,,,,
1638,MH09LH1638,HALKARNI,2005,Local Nallah,Chandgad,TE,14,504,128,1.04,226,0.93,I,35
1639,MH09MH1639,KUDNUR,2005,Local Nallah,Chandgad,TE,20.99,316,208.68,11925,214,1062,I,58.24
1640,MH09MH1640,NANDWAL (KOLHAPUR),2005,Local Nallah,Karveer,TE,18.65,524.5,284.33,939,163.43,798,I,59.87
1641,MH09MH1641,BARKI,2005,Local Nallah,Shahuwadi,TE,25.66,335,426.53,1642,186.5,1578,I,194.84
1642,MH09MH1642,IJOLI,2005,Local Nallah,Shahuwadi,TE,19.65,207,138.04,809,138.04,688,I,215.16
1643,MH09MH1643,UPPER GHATGHAR,2005,Pravara,Akole,PG,15.16,503,35,5820,18430,5140,H,837
1644,MH09MH1644,AMRAWATI,2005,Amrawati,Sindkheda,TE,16.04,3480,219,3740,45.25,2740,I,951
1645,MH09LH1645,DHUBDHUBI,2005,Dhubdhubi,Southsolapur,TE,11.83,1520,,7300,,,I,1205
1646,MH09MH1646,YEDUR,2005,Local Nallah,Nanded,,18.01,,,131,,,,1744
1647,MH09MH1647,KAREPUR,2005,Local Nallah,Latur,,16.26,,,215,,,,1967
1648,MH09HH1648,DEOGAD,2005,Karli Nalla,Phonda,TE,54.68,1784,6200,100428,5731,98020,I/H,2078
1649,MH09MH1649,DHETEWADI,2005,Local Nallah,Ambejogai,TE,21.88,,,1409,,,,2368
1650,MH09MH1650,BORI,2005,Bori,Akkalkot,TE,17.23,960,326,37.46,,20.72,I/S,4356
