Sl. No.,Project Identification Code,Name of Dam,Year of completion,River,Nearest city,Type,Height above lowest foundation,Length of dam,"Volume content of
dam",Gross Storage capacity,"Reservoir
Area",Effective Storage capacity,Design pur-pose,Designed Spillway capacity
1141,MH09HH1141,KANHER,1986,Wenna,Satara,TE/PG,50.34,1954,6308,286000,18.63,271680,I/H,3203
1142,MH09MH1142,SINA,1986,Sina,Karjat,TE,28.5,1580,681.5,67950,12834,,I,4450
1143,MH09HH1143,DHAM,1986,Dham,Arvi,TE,33.35,1728,2737,72460,7780,62510,I,5416.6
1144,MH09MH1144,VASADARA,1986,Patalganga,Nandurbar,TE,16.61,243,,1156,,1000,,
1145,MH09MH1145,TELHARA,1986,Local Nallah,Chikhali,TE,16.56,395,,926,,,I,
1146,MH09LH1146,BALGAWADE,1987,Local Nallah,Tasgaon,TE,13.4,950,117.11,1129,451.1,1034,I,50
1147,MH09LH1147,BERDA,1987,Local Nallah,Dharni,TE,10.1,455,,1010,,,I,63
1148,MH09MH1148,SRIGAON,1987,Local Nallah,Alibagh,TE,23.41,831,413,3010,316,2730,I,68
1149,MH09LH1149,KOLTHAN,1987,Local Nallah,A'bad,TE,14.2,912,10,722,323,658,I,112
1150,MH09LH1150,GEORAI,1987,Local Nallah,A'bad,TE,11.35,1242,83,878,334,892,I,143
1151,MH09MH1151,SHIRWADE,1987,Rankapala,Nandurbar,TE,19.44,932,68.67,1933,,1845,I,159
1152,MH09LH1152,PADMALAYA,1987,Local Nallah,Firandol,TE,11.81,1140,,941,398,676,I,168
1153,MH09LH1153,MOHALI,1987,Local Nallah,Kaij,TE,11.45,1120,,1216,4091,980,I,189
1154,MH09LH1154,HAROLI,1987,Local Nallah,Kavathe-mahankal,TE,13.96,818,15,1320,,1210,I,213.6
1155,MH09MH1155,KONDAWAL,1987,N.A,Shirpur,TE,18.8,450,1700,1830,52,1830,I,214
1156,MH09MH1156,PUNADI,1987,Local Nallah,Tasgaon,TE,17,476,122,1.41,29,1.29,I,225
1157,MH09LH1157,SALIMBA,1987,Local Nallah,Majalgaon,TE,12.89,1140,,1751,69,1606,I,234
1158,MH09LH1158,GARKHEDA (II),1987,Local Nallah,Pachora,TE,12.92,1860,,1457,762,1328,I,298
1159,MH09LH1159,SARWADI,1987,Local Nallah,Partur,TE,12.8,1393,111,2270,87,2080,I,343
1160,MH09LH1160,GUGAWAD,1987,Local Nallah,Jath,TE,14.4,580,126,1580,,1030,I,354
1161,MH09MH1161,MOTINALA,1987,Motinalla,Dhule,TE,19.03,373,1448,1690,50,1450,I,365
1162,MH09MH1162,GOLANGRI,1987,Local Nallah,Beed,TE,15.22,1230,,1890,61,1640,I,436
1163,MH09LH1163,BORGAON (SANGLI),1987,Local Nallah,Kavathemahankal,TE,13.79,469,87,1634,11640,1478.1,I,469
1164,MH09MH1164,WANDRI,1987,Wandri,Palghar,TE,29.6,1336,1206,36510,4438,34710,I,567
1165,MH09MH1165,PRATAPPUR,1987,Local Nallah,Jath,TE,16.9,824,97,1660,489,1440,I,657
1166,MH09LH1166,WALTHAN,1987,Local,Bhusawal,TE,14.15,1734,,2178,62,2090,I,710
1167,MH09LH1167,LABHANSARAD,1987,Labhansarad,Varora,TE,12,1782,276,8220,3550,7351,I,774
1168,MH09MH1168,KAKANI,1987,Umrad,Sakri,TE,21.6,780,204,2660,70,2560,I,782
1169,MH09MH1169,CHOUGAON,1987,Local Nallah,Dhule,TE,21.54,550,563,6430,120,6320,I,938
1170,MH09MH1170,DEVARI,1987,Local Nallah,Buldhana,TE,15.6,,,,,,I,961
