Sl. No.,Project Identification Code,Name of Dam,Year of completion,River,Nearest city,Type,Height above lowest foundation,Length of dam,"Volume content of
dam",Gross Storage capacity,"Reservoir
Area",Effective Storage capacity,Design pur-pose,Designed Spillway capacity
751,MH09LH0751,MAHUKHADA,1979,Local Nallah,Jamner,TE,12.07,1014,94.5,1405,400,1317,I,164
752,MH09MH0752,SISAUDEGAON,1979,Local Nallah,Akot,TE,16.6,462,170,1010,370,850,I,198.7
753,MH09LH0753,JOGWADA,1979,Local Nallah,Jintur,TE,10.74,1765,111,1474,,1356,I,210
754,MH09MH0754,AMBATKHOL,1979,Local Nallah,Chipulun,TE,23.23,472,231,2405,340,2317,I,212.4
755,MH09MH0755,DHAKSAL,1979,Local Nallah,Partur,TE,15.25,709,148,1630,35,1536,I,216
756,MH09LH0756,KOLHIGOLAR,1979,Local Nallah,Kolhigolar,TE,14.13,856,124,1720,518.22,1230,I,221.5
757,MH09LH0757,TANDULWADI,1979,Local Nallah,Tandulwadi,TE,12.14,680,97,1660,580,1540,I,226
758,MH09MH0758,AMBEGAON,1979,Vadgaon,Haveli,TE,21.78,575,226,1930,272,193,I,230
759,MH09LH0759,LAHASAR,1979,Local Nallah,Jamner,TE,13.8,1270,65.63,2288,620,1641,I,237
760,MH09LH0760,SAKUR,1979,Sakur,Malegaon,TE,10.51,2040,153,1910,768,1470,I,240
761,MH09MH0761,SAWARGAON,1979,Local Nallah,Malegaon,TE,17.2,430,152,2110,437,1960,I,240
762,MH09MH0762,NAIGAON DEOGAON,1979,Gunjawani,Bhor,TE,22.49,272,124,1332,233,1070,I,241
763,MH09MH0763,TAMBOLA,1979,Local Nallah,Lonar,TE,15.76,749,123,1690,419,1563,I,247
764,MH09MH0764,SAYALWADI,1979,Local Nallah,Hadgaon,TE,15.2,804,233,2370,,2210,I,250
765,MH09LH0765,SAWARKHED,1979,Local Nallah,Barshi Takali,TE,12.36,660,109,1660,445,1530,I,256
766,MH09LH0766,LONI,1979,Local Nallah,Ashti,TE,14.13,1194,,1488,514,1335,I,269
767,MH09LH0767,BADARKHA,1979,Local Nallah,Parola,TE,11.81,1411,,1569,603.7,1469,I,275
768,MH09MH0768,YENERE,1979,Local Nallah,Junnar,TE,19.5,774,186,2070,,1920,I,281
769,MH09LH0769,DHANER,1979,Local Nallah,Nandgaon,TE,13.08,793,66.46,1130,55,1060,I,293.74
770,MH09LH0770,MOHA,1979,Local Nallah,Majalgaon,TE,14.9,590,,2370,708,2190,I,294
771,MH09LH0771,KANADI,1979,Local Nallah,Barshi Takali,TE,12.45,930,149,2000,705,1850,I,295
772,MH09LH0772,PARITE,1979,Local Nallah,Madha,TE,11.69,439,761,1000,,800,I,320
773,MH09MH0773,WARALA,1979,Local Nallah,Washim,TE,17.1,510,138,2750,630,2570,I,331
774,MH09MH0774,BABHULGAON,1979,Jogwada,Majalgaon,TE,15.6,949,267,2740,605,2532,I,340
775,MH09LH0775,SAWANA,1979,Local Nallah,Hingoli,TE,14.45,915,126,2359,,2154,I,349
776,MH09MH0776,TALWADE BAHMER,1979,Ahivali,Satana,TE,15.45,810,189,2560,230,1300,I,365.35
777,MH09MH0777,DHORASANGVI,1979,Local Nallah,Ahmedpur,TE,19.15,745,,1820,639,2030,I,370
778,MH09MH0778,NANDRA,1979,Local Nallah,Dhule,TE,17.37,793,337,2379,48,1942,I,383
779,MH09LH0779,ISAPUR,1979,Local Nallah,Barshi Takali,TE,13.14,377,117,1790,440,1660,I,386
780,MH09MH0780,RANKHED,1979,Mohadi,Nandgaon,TE,16.18,625,49.52,1377,430,1142,I,397.9
