Sl. No.,Project Identification Code,Name of Dam,Year of completion,River,Nearest city,Type,Height above lowest foundation,Length of dam,"Volume content of
dam",Gross Storage capacity,"Reservoir
Area",Effective Storage capacity,Design pur-pose,Designed Spillway capacity
1531,MH09MH1531,SHINDE (PETH),2000,Local Nallah,Peth,TE,20.06,590,,1.23,,1.17,I,105
1532,MH09MH1532,KALASGADE,2000,Local Nallah,Chandagad,TE,16.26,524,135,1910,487.6,1840,I,119
1533,MH09HH1533,KONDOSHI,2000,Local Nallah,Bhudargad,TE,35.68,380,420.05,2760,262.45,2623,I,133
1534,MH09MH1534,JULUGADE-I,2000,Local Nallah,Chandagad,TE,29.98,198,556,4860,512.36,4720,I,140.35
1535,MH09MH1535,KHAMBOLI,2000,Local Nallah,Mulshi,TE,25.34,308,250,2045,278,1978,I,182
1536,MH09HH1536,MEGHOLI,2000,Local Nallah,Bhudargad,TE,32.9,495,862.57,2790,282.64,2660,I,191
1537,MH09MH1537,MANOLI,2000,Local Nallah,Shahuwadi,TE,29.5,308,674,5200,366.1,4910,I,222.25
1538,MH09HH1538,LAKIKATTI,2000,Local Nallah,Chandgad,TE,36.34,535,,9239,797,8977,I,231
1539,MH09MH1539,JAMB,2000,Local Nallah,Bhoom,TE,17.3,823,,2214,434.2,1865,I,302.71
1540,MH09HH1540,BHEGU,2000,Bhegu,Kalwan,TE,34.54,500,418,2670,23.5,1780,I,340.37
1541,MH09HH1541,KADAVI,2000,Kadvi,Shahuwadi,TE,36.05,1349,2550,71.24,4.73,70.56,I,603.63
1542,MH09HH1542,WARNA,2000,Warna,Shirala,TE/PG,88.8,1580,21219,963.97,,780,I,608
1543,MH09HH1543,KITWAD,2000,Local Nallah,Chandgad,TE,30.5,270,410,5530,525.43,5230,I,611.69
1544,MH09HH1544,TEMGHAR,2000,Mutha,Mulashi,TE/PG,42.5,1075,1188,107900,55512,101010,I,626.5
1545,MH09MH1545,WATEPHAL,2000,Local Nallah,Paranda,TE,15.06,680,,4266,114.2,3916,I,628.21
1546,MH09HH1546,PALESHWAR,2000,Local Nallah,Shahuwadi,TE,42.14,542,1500,9.11,538,8.47,I,634.98
1547,MH09MH1547,MAHADIKWADI,2000,Local Nallah,Atpadi,TE,16.02,615,244.4,517,750,416,I,789.38
1548,MH09HH1548,KHANDVAN,2000,Local Nallah,Shahuwadi,TE,30.31,431,715,5910,230.2,5020,I,818.63
1549,MH09MH1549,DONGARGAON,2000,Local Nallah,Rajura,TE,23,572,285,14180,3757,12440,I,840
1550,MH09MH1550,RAMESHWAR,2000,Incharna,Patoda,TE,17.5,224,,3276,540,2841,I,995.7
1551,MH09HH1551,HETWANE,2000,Bhogeshwari,Pen,TE,48.2,675,144980,147490,6740,137625,I/S,1084
1552,MH09HH1552,GUNJWANI,2000,Kanand,Velhe,TE/PG,52.82,1730,6871,104690,6410,104480,I,1175
1553,MH09HH1553,CHILEWADI,2000,Mandvi,Junnar,TE,62.56,440,36.23,27170,67410,24610,I,1680
1554,MH09HH1554,NIRADEVGHAR,2000,Niira,Bhor,TE,58.53,2430,99.38,337390,14307,332130,I,1852
1555,MH09MH1555,RENAPUR,2000,Rena,Renapur,TE,18.5,27.41,11.6,2189,9864,2055,I,2021.75
1556,MH09MH1556,KAR,2000,Kar,Wardha,TE,25.13,1067,265.06,25960,4480,21060,I,2314
1557,MH09LH1557,ASHTI (NIMGAON CHOBA),2000,Kadi,Asti,TE,14.67,2291,,8148,,6552,I,2329.6
1558,MH09HH1558,DIMBHE,2000,Ghod,Ambegaon,PG,67.21,852,1151.23,38220,17547,35391,I,2872
1559,MH09HH1559,BHAMA ASAKHED,2000,Bhama,Khed,TE,51,1425,6183,230473,21630,217100,I,3431.72
1560,MH09HH1560,WAN,2000,Wan,Akola,TE/PG,67.65,500,599,83465,4391,81955,I/H/S,3874
