Sl. No.,Project Identification Code,Name of Dam,Year of completion,River,Nearest city,Type,Height above lowest foundation,Length of dam,"Volume content of
dam",Gross Storage capacity,"Reservoir
Area",Effective Storage capacity,Design pur-pose,Designed Spillway capacity
721,MH09MH0721,MATOBA,1978,Mulamutha,Daund,TE,17.5,1662,45.6,45200,1900,37100,I,476
722,MH09MH0722,BETEKAR BOTHALI,1978,Gawansola,Tumsar,TE,20.7,510,285,4156,1180,3666,I,483.6
723,MH09LH0723,AMBEGAON,1978,Local Nallah,Pathari,TE,10.55,1923,159,2867,,2577,I,486
724,MH09LH0724,DHAMARI,1978,Local Nallah,Shirur,TE,14.34,450,6,1150,,870,I,515
725,MH09MH0725,RAJUR,1978,Local Nallah,Jalgaon Jamod,TE,18.75,524,163,3703,946,3390,I,532
726,MH09HH0726,TULSHI,1978,Tulshi,Radhanagari,TE/PG,48.68,1512,25,98290,533,89910,I/H,640
727,MH09LH0727,WAFGAON,1978,Wel,Khed,TE,14.25,426,13,3115,,2690,I,688
728,MH09MH0728,NAIGAON,1978,Khar,Jamkhed,TE,15.96,668,178,2368,576,1898,I,756
729,MH09MH0729,PILANWADI,1978,Rudraganga,Purandar,TE,22.77,320,,1940,395,1820,I,771
730,MH09MH0730,KHANDESHAR,1978,Vali,O'bad,TE,17.14,1257,305,10840,3000,8820,I,800
731,MH09MH0731,PINGALI,1978,Kayanj,Man,TE,16,1693,5498,2380,1110,2360,I,811
732,MH09MH0732,MAHUR,1978,Khopu,Purandar,TE,23,275,21,2360,,1810,I,818
733,MH09MH0733,LAHUKI,1978,Lahuks,A'bad,TE,17,1780,428,5680,,5020,I,963
734,MH09MH0734,HANGA,1978,Hanga,Parner,TE,15.84,390,135,1850,500,1340,I,1010
735,MH09MH0735,KARADKHED,1978,Local Nallah,Degloor,TE,19,1454,498,12000,289,10980,I,1148
736,MH09MH0736,KANKATREWADI,1978,Local Nallah,Khatav,TE,19.51,726,,1240,376,1040,I,1283
737,MH09MH0737,AMBADI,1978,Sivana,Kannad,TE,20,2210,707,12000,,9420,I,1412
738,MH09HH0738,BARVI,1978,Kalyanthane,Thane,TE,48.78,746,,178580,0.04,176940,S,1585
739,MH09MH0739,WAGHADI,1978,Waghadi,Ghatanji,TE/PG,26,960,773,41110,6580,35360,I,1815
740,MH09LH0740,BURZAD,1978,Local Nallah,Dhule,TE,12.7,983,86,1380,,1185,I,2203
741,MH09HH0741,ANER,1978,Aner,Shivpur,TE,47,2275,3162,103270,,58914,I,4318
742,MH09LH0742,SONALI,1979,Local Nallah,Kagal,TE,12.15,638,10,1080,302,1060,I,38
743,MH09MH0743,SHIRGAON,1979,Local Nallah,Deogod,TE,18.59,330,210,1606,1000,1594,I,42.33
744,MH09MH0744,DHARDEDIGAR,1979,Local Nallah,Kalwan,TE,17.65,355,91.87,960,250,920,I,85
745,MH09MH0745,VHEL,1979,Local Nallah,Lanja,TE,19.39,213,87,1540,247,1534,I/S,89.4
746,MH09MH0746,AMBOLI,1979,Local Nallah,Sawantwadi,TE,27,390,106,1784,1240,1725,I,96.57
747,MH09LH0747,LENGARPATH,1979,Local Nallah,Kavathe-mahankal,TE,14.8,660,,2210,76,1960,I,105
748,MH09MH0748,RAITALE,1979,Surya,Dahanu,TE,19,330,175,1920,509.6,1900,I,112
749,MH09MH0749,GHOTWADE,1979,Local Nallah,Sudhaghad,TE,18.74,715,235,2800,510,2580,I,155
750,MH09LH0750,RABHANG,1979,Local Nallah,Dharni,TE,14.85,541,131,1520,356,1430,I,158
