Sl. No.,Project Identification Code,Name of Dam,Year of completion,River,Nearest city,Type,Height above lowest foundation,Length of dam,"Volume content of
dam",Gross Storage capacity,"Reservoir
Area",Effective Storage capacity,Design pur-pose,Designed Spillway capacity
301,MH09MH0301,THANEPADA,1972,Local Nallah,Nandurbar,TE,18.64,600,4600,2880,,2610,I,438
302,MH09MH0302,JAMBHE,1972,Local Nallah,Shahapur,PG,17.07,306,,5180,1032.38,4800,I,455
303,MH09MH0303,LOHASHINGAVE,1972,Shakmarle,Naphad,TE,15.5,707,106,2340,560,1650,I,517
304,MH09LH0304,KARUNDE,1972,Local Nallah,Malshiras,TE,13.05,881,,2200,,1970,I,551
305,MH09LH0305,KANKRAJ,1972,Local Nallah,Parola,TE,11.21,2005,204,2450,1030,2076,I,586
306,MH09MH0306,KONAD,1972,Koli,Jafrabad,TE,16.16,1002,183,4030,125,3710,I,620
307,MH09MH0307,NILONA,1972,Waghadi,Yavatmal,TE,16,274,58,6890,1163,6390,I,880
308,MH09MH0308,DEULGAON SIDHI,1972,Bongari,A'Nagar,TE,15.4,732,163,2322,670,1709,I,927
309,MH09MH0309,MALKHED,1972,Kholad,Chandur Rly,TE,17.05,1422,481,10900,6717,8960,I/S,1108
310,MH09HH0310,TANAJISAGAR (PANSHET),1972,Ambi,Velhe,TE/PG,63.56,1039,4190,303000,15645,294000,I/S,1162.4
311,MH09HH0311,PAWANA,1972,Pawana,Maval,TE/PG,42.37,1329,1989,30500,2365,241000,H/S,1250
312,MH09MH0312,KALYANGIRIJA,1972,Kalyangirija,JaLocal Nallaha,TE,22.07,1183,520,10160,568,8469,I,1310
313,MH09HH0313,BHOJAPUR,1972,Mahalungi,Sinnar,TE,32.41,733,449,13730,3352,10700,I,1488
314,MH09MH0314,ATPADI,1972,Local Nallah,Atpadi,TE,16.5,1139,147,8670,,7950,I,1727
315,MH09MH0315,SAIKHEDA,1972,Khuni,Pandharkawada,TE,23.77,1740,909,38511,836,27184,I,2671
316,MH09HH0316,MULA,1972,Mula,Rahuri,TE/PG,48.17,2856,7594,736320,53600,608890,I,5947
317,MH09LH0317,AMBI,1972,Local Nallah,Paranda,TE,11.6,418,,1532,437,1291,I,
318,MH09LH0318,AKHARGA,1972,Local Nallah,Mukhed,TE,14.28,585,,1770,,1620,I,
319,MH09LH0319,GAVALISHIVARA,1972,Local Nallah,Gangapur,TE,10.7,1502,,2178,2974,1949,I,
320,MH09MH0320,BENIKRE,1973,Local Nallah,Kagal,TE,20.99,595,225,1.82,287,1.78,I,
321,MH09MH0321,OSARGAON,1973,Local Nallah,Kankavali,TE,16.7,395,,1377,1160,1339,I,28.45
322,MH09MH0322,WALEKHINDI,1973,Local Nallah,Jath,TE,16.18,800,104,4130,,3100,I,41
323,MH09MH0323,AMBEGHAR,1973,Local Nallah,Pen,TE,25.25,248,179,2516,287.33,2460,I,47
324,MH09MH0324,LORE,1973,Monavahal,Kankavali,TE,15.18,810,80,2836,684,2696,I,79.82
325,MH09LH0325,PETHSANGVI,1973,Local Nallah,Omerga,TE,10.35,1051,,1134,43,1030,I,100
326,MH09LH0326,BHAGIMAHARI,1973,Local Nallah,Parseoni.,TE,12,598,141,1627,136,1573,I,111
327,MH09LH0327,MALEGAON,1973,Local Nallah,Tiosa,TE,12.95,737,146,1750,472,1610,I,126
328,MH09MH0328,GODADA,1973,Local Nallah,Jalgaon Jamod,TE,15.64,975,214,1896,346,1771,I,129
329,MH09MH0329,RAMSHEJ,1973,Banganga,Dindori,TE,17.68,270,930,1695,380,1625,I,130
330,MH09MH0330,PIMPARKHED,1973,Local Nallah,Shindkhed Raja,TE,17.11,426,179,1335,297,1282,I,143
