Sl. No.,Project Identification Code,Name of Dam,Year of completion,River,Nearest city,Type,Height above lowest foundation,Length of dam,"Volume content of
dam",Gross Storage capacity,"Reservoir
Area",Effective Storage capacity,Design pur-pose,Designed Spillway capacity
1651,MH09MH1651,SHIVANA TAKLI,2005,Shivna,Kannad,TE,17.7,4524,622,39360,8870,38190,I,4415
1652,MH09MH1652,GUTTI,2005,Local Nallah,Latur,,16.11,,,308,,,,5530
1653,MH09MH1653,BHAVTHANA,2005,Local Nallah,Ambejogai,TE,27.8,,,5273,,,,5533
1654,MH09LH1654,SARNISAVANGI,2005,Local Nallah,Ambejogai,TE,13.1,,,674,,,,8019
1655,MH09MH1655,NANDVIPURAR,2005,Kesturinala,Mangaon,TE,17,295,,500,,380,S,
1656,MH09HH1656,POPATKHED,2005,Dather,Akot,TE,42.6,,,12192,,10709,I,
1657,MH09MH1657,GAVASE,2006,Local Nallah,Ajara,TE,23.87,290.5,250,1205,151.87,1154,I,100.37
1658,MH09HH1658,BORKHEDA,2006,Local Nallah,Yawal,TE,30.64,64.8,285.46,1.49,135.76,1.4,I,239.96
1659,MH09HH1659,WAGHZIRA,2006,Local Nallah,Yawal,TE,34.85,80,327.7,2.02,178.19,1.86,I,380.8
1660,MH09HH1660,NIMBADEVI,2006,Bhokar,Yawal,TE,32.39,81,361.76,2.43,216.51,2.2,I,500.9
1661,MH09MH1661,CHANAI,2006,Local Nallah,Ambejogai,TE,16.48,,,603,,,,640
1662,MH09HH1662,MORBE,2006,Dhavari,Khalapur,PG,59.1,3420,18075,19089,9780,160.01,S,690.4
1663,MH09LH1663,LALOCAL NALLAHALLA,2006,Local Nallah,Samudrapur,TE,13.9,3385,407.67,29515,9039,27613,I,925
1664,MH09HH1664,MORANA (GUREGHAR),2006,Morana,Patan,TE,47.02,420,,39550,31.27,36990,I,1360.11
1665,MH09HH1665,DHOM BALAKWADI,2006,Krishna,Wai,TE,65,1220,1155.4,1155.4,4156.9,1121.5,I/H,1758
1666,MH09HH1666,TARALI,2006,Tarali,Patan,PG,74,1110,2072,1657.09,5647.7,165465.4,I/H,2590
1667,MH09MH1667,KARAMBALI,2007,Local Nallah,Gadhinglaj,TE,27.44,549,605.15,2910,273.4,2790,I,90.72
1668,MH09MH1668,GADDAVANE (SHINDEWADI),2007,Local Nallah,Mulshi,TE,26.2,260,254.29,1859,104.01,1779,I,96
1669,MH09HH1669,TARANDALE,2007,,Kankawali,TE,48,400,,10800,,9810,,147.7
1670,MH09HH1670,LOWER GHATGHAR,2007,Shahi Nalla,Shahapur,PG,86.14,449,537,3210,2500,2730,H,192.38
1671,MH09HH1671,KUMBHI,2007,Kumbhi,Gaganbawada,TE,42.58,536,2027,76.88,4.57,76.5,I,416.1
1672,MH09HH1672,ARALAKALMODI,2007,Arala,Khed,PG,40.6,104,139.28,42670,2710,42670,I,963.21
1673,MH09HH1673,SINA KOLEGAON,2007,Sina,Paranda,,36.6,,234,150490,1529,89340,,7689
1674,MH09MH1674,HADASHI 2,NA,Local Nallah,Mulshi,TE,20.45,390,136.54,1410,230.94,1306,I,81.48
1675,MH09LH1675,KATANGI,NA,Katanginalla,Goregaon,TE,13.65,2360,464.12,11120,31.02,9400,I,845.5
1676,MH09MH1676,SIRASGAON,NA,Local Nallah,Ner,TE,21.12,600,557,9134,1531,8342,I,860
1677,MH09MH1677,WARETOLA,UC,Local Nallah,Gondia,TE,19.7,683,70.1,680,227,640,I,20.75
1678,MH09MH1678,TALWADI,UC,Local Nallah,Guhagar,TE,21.66,605,215,,251,,I,33
1679,MH09MH1679,GHORALE,UC,Local Nallah,Murbad,TE,22.64,418,251,,199,,I,35
1680,MH09HH1680,KALWALI- DHARWALI,UC,Local Nallah,Poladapur,TE,34.43,428,929.64,5401,342.92,5189,I/S,45.15
