Sl. No.,Project Identification Code,Name of Dam,Year of completion,River,Nearest city,Type,Height above lowest foundation,Length of dam,"Volume content of
dam",Gross Storage capacity,"Reservoir
Area",Effective Storage capacity,Design pur-pose,Designed Spillway capacity
1291,MH09LH1291,HATOLA,1992,Local Nallah,Barshi Takali,TE,13.45,555,164,2530,470,1630,I,288
1292,MH09MH1292,KHOPAD,1992,Local Nallah,Chiplun,TE,20.3,210,216,1863,90,1541,I,356
1293,MH09LH1293,PIMPALKOTA BHOLANE,1992,Local,Ralegaon,TE,11.92,1350,,2420,,2320,I,435
1294,MH09LH1294,DAFALAPUR,1992,Local Nallah,Jath,TE,12.8,930,72,1780,29.34,1130,I,436
1295,MH09MH1295,MORZALWADI,1992,Morzalwadi,Beed,TE,15.4,470,106,1470,363,1310,I,530
1296,MH09MH1296,UTHALA,1992,Vithala,Beed,TE,15.5,1885,367,8170,2360,7520,I,1031
1297,MH09MH1297,SAKOL,1992,Local Nallah,Udgir,TE,17.65,1425,371,12689,4256,10950,I,1178
1298,MH09MH1298,TONDAPUR,1992,Khadki,Jamner,TE,21.25,1980,484,6302,1490,4640,I,1332
1299,MH09MH1299,VYGHRA NALLA,1992,Local Nallah,Malkapur,TE,15.14,1718,,,,,I,
1300,MH09MH1300,DABACHIWADI,1993,Local Nallah,Kudal,TE,19.3,1050,296,2441,1640,2421,I,39.59
1301,MH09MH1301,DHAUR,1993,Local Nallah,Dindori,TE,16.07,,,1180,,,I,54.38
1302,MH09MH1302,DARYACHEVADGAON,1993,Local Nallah,Karveer,TE,23.59,282,112,0.84,112,0.73,I,59
1303,MH09MH1303,MARKAND PIMPRI,1993,Markhand,Kalwan,TE,16.91,570,176.14,1150,230,1110,I,78.2
1304,MH09MH1304,UMRANI,1993,Udai,Dhadgaon,TE,16.19,480,88,1090,260,940,I,101.78
1305,MH09MH1305,PADALPUR,1993,Local Nallah,,TE,20.75,945,166,1700,88,1700,I,187
1306,MH09MH1306,GOPALWADI,1993,Local Nallah,Rajapur,TE,26,342,1707,,127,,I,225
1307,MH09MH1307,SAWANGIMALI -2,1993,Local Nallah,Mehkar,TE,20.67,420,230,1560,280,1460,I,334
1308,MH09LH1308,BANDGARWADI,1993,Local Nallah,Kavathe-mahankal,TE,13.72,122,86,2050,,1.85,I,414.5
1309,MH09LH1309,KOTIJ,1993,Local Nallah,Kadegaon,TE,14.6,796,121,1466,548,1.29,I,532.24
1310,MH09MH1310,SINGANDOH,1993,Local Nallah,Yavatmal,TE,17,562,117,3130,119,2714,I,686
1311,MH09MH1311,BORGAON,1993,Local Nallah,Yavatmal,TE,20,830,1404,14040,288,12224,I,686
1312,MH09MH1312,KHUMARI,1993,Local Nallah,Kalameshawar,TE,15.6,,,5106,,,I,778
1313,MH09MH1313,PAKADIGUDDAM,1993,Deogad,Chandrapur,TE,19,1814,1067,13307,2579,11800,I,803
1314,MH09MH1314,BELPARA,1993,Local Nallah,Patoda,TE,17.4,1034,,6950,2680,5570,I,926
1315,MH09MH1315,TORNA,1993,Torna,Khamgaon,TE,23,976,541,,2079,,I,961
1316,MH09MH1316,NAGTHANA,1993,Local Nallah,Ahmedpur,TE,19.31,1004,158.69,6476,1670,,I,961.34
1317,MH09MH1317,DEVARGAN,1993,Devari,Udgir,TE,15.58,1715,,13410,4010,10670,I,1136
1318,MH09MH1318,SANGAVISHIRVAL,1993,Local Nallah,Khandala,TE,18,850,,1335,,,I,1371.47
1319,MH09HH1319,UPPER WARDHA,1993,Wardha,Amrawati,TE/PG,46.2,5920,6500,786480,93122,614800,I/C/S/H,19457
1320,MH09MH1320,TULSHI,1993,Local Nallah,Mundagaon,TE,20.19,217,157.44,,,,I,
