Country Code,Country,State Code,State,District,Block,2004Status,2009Status,2011Status
1,INDIA,2,ANDHRA PRADESH,ADILABAD,BHAINSA,,,SEMICRITICAL
1,INDIA,2,ANDHRA PRADESH,ADILABAD,BOATH,SEMICRITICAL,,
1,INDIA,2,ANDHRA PRADESH,ADILABAD,CHENNUR,,,SEMICRITICAL
1,INDIA,2,ANDHRA PRADESH,ADILABAD,DANDEPALLI,,,SEMICRITICAL
1,INDIA,2,ANDHRA PRADESH,ADILABAD,DILAWARPUR,,,SEMICRITICAL
1,INDIA,2,ANDHRA PRADESH,ADILABAD,LAKSHMANCHANDA,,,SEMICRITICAL
1,INDIA,2,ANDHRA PRADESH,ADILABAD,LOKESHWARAM,SEMICRITICAL,,SEMICRITICAL
1,INDIA,2,ANDHRA PRADESH,ADILABAD,LAKSHETIPET,,,SEMICRITICAL
1,INDIA,2,ANDHRA PRADESH,ADILABAD,NIRMAL,OVEREXPLOITED,,OVEREXPLOITED
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,AGALI,OVEREXPLOITED,OVEREXPLOITED,OVEREXPLOITED
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,AMADAGUR,,OVEREXPLOITED,OVEREXPLOITED
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,AMARAPURAM,OVEREXPLOITED,OVEREXPLOITED,OVEREXPLOITED
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,ANANTAPUR,OVEREXPLOITED,SEMICRITICAL,
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,ATMAKURU,,SEMICRITICAL,
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,BATHALAPALLE,CRITICAL,OVEREXPLOITED,OVEREXPLOITED
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,BELUGUPPA,OVEREXPLOITED,OVEREXPLOITED,SEMICRITICAL
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,BRAHMASAMUDRAM,,OVEREXPLOITED,OVEREXPLOITED
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,BUKKAPATNAM,OVEREXPLOITED,SEMICRITICAL,SEMICRITICAL
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,BUKKARAYASAMUDRAM,CRITICAL,SEMICRITICAL,
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,CHILAMATHUR,OVEREXPLOITED,,
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,HIREHALLU HOSHAHALLI,OVEREXPLOITED,,
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,DHARMAVARAM,SEMICRITICAL,,SEMICRITICAL
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,GANDLAPENTA,OVEREXPLOITED,OVEREXPLOITED,OVEREXPLOITED
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,GARLADINNE,OVEREXPLOITED,SEMICRITICAL,SEMICRITICAL
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,GOOTY,,SEMICRITICAL,
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,GORENTLA,OVEREXPLOITED,SEMICRITICAL,
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,GUDIBANDA,OVEREXPLOITED,OVEREXPLOITED,SEMICRITICAL
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,GUMMAGATTA,OVEREXPLOITED,SEMICRITICAL,SEMICRITICAL
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,GUNTAKAL,SEMICRITICAL,,
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,HINDUPUR,OVEREXPLOITED,OVEREXPLOITED,OVEREXPLOITED
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,KADIRI,OVEREXPLOITED,SEMICRITICAL,
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,KALYANDURG,,SEMICRITICAL,OVEREXPLOITED
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,KAMBADUR,,SEMICRITICAL,OVEREXPLOITED
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,KANAGANAPALLE,SEMICRITICAL,SEMICRITICAL,SEMICRITICAL
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,KOTHACHERUVU,CRITICAL,OVEREXPLOITED,OVEREXPLOITED
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,KUDERU,,SEMICRITICAL,SEMICRITICAL
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,KUNDURPI,SEMICRITICAL,OVEREXPLOITED,OVEREXPLOITED
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,LEPAKSHI,SEMICRITICAL,OVEREXPLOITED,OVEREXPLOITED
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,MADAKASIRA,SEMICRITICAL,CRITICAL,OVEREXPLOITED
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,MUDIGUBBA,OVEREXPLOITED,,
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,NALLACHERUVU,OVEREXPLOITED,,
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,NALLAMADA,CRITICAL,,
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,NAMBULIPULIKUNTA,CRITICAL,,
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,NARPALA,OVEREXPLOITED,SEMICRITICAL,SEMICRITICAL
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,OBULADEVARACHERUVU,CRITICAL,SEMICRITICAL,SEMICRITICAL
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,PAMIDI,CRITICAL,,
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,PARAGI,OVEREXPLOITED,CRITICAL,OVEREXPLOITED
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,PEDDAPAPPUR,OVEREXPLOITED,OVEREXPLOITED,OVEREXPLOITED
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,PEDDAVADUGURU,SEMICRITICAL,,
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,PENUKONDA,,CRITICAL,SEMICRITICAL
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,PUTLUR,OVEREXPLOITED,OVEREXPLOITED,OVEREXPLOITED
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,PUTTAPARTI,OVEREXPLOITED,,SEMICRITICAL
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,RAMAGIRI,SEMICRITICAL,SEMICRITICAL,
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,RAPTADU,CRITICAL,CRITICAL,SEMICRITICAL
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,RAYADURG,OVEREXPLOITED,SEMICRITICAL,SEMICRITICAL
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,RUDDAM,SEMICRITICAL,CRITICAL,CRITICAL
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,ROLLA,OVEREXPLOITED,OVEREXPLOITED,OVEREXPLOITED
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,SETTURU,OVEREXPLOITED,SEMICRITICAL,
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,SINGANAMALA,CRITICAL,,
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,SOMANDEPALLE,CRITICAL,SEMICRITICAL,SEMICRITICAL
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,TADIMARRI,CRITICAL,OVEREXPLOITED,OVEREXPLOITED
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,TADPATRI,OVEREXPLOITED,OVEREXPLOITED,OVEREXPLOITED
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,TALUPULA,OVEREXPLOITED,SEMICRITICAL,CRITICAL
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,TANAKAL,,,SEMICRITICAL
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,URAVAKONDA,CRITICAL,,
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,YADIKI,OVEREXPLOITED,OVEREXPLOITED,OVEREXPLOITED
1,INDIA,2,ANDHRA PRADESH,ANANTHAPUR,YELLANUR,OVEREXPLOITED,OVEREXPLOITED,OVEREXPLOITED
1,INDIA,2,ANDHRA PRADESH,CHITTOOR,BAIREDDIPALLE,OVEREXPLOITED,CRITICAL,SEMICRITICAL
1,INDIA,2,ANDHRA PRADESH,CHITTOOR,CHINNAGOTTIGALLU,,,SEMICRITICAL
1,INDIA,2,ANDHRA PRADESH,CHITTOOR,CHITTOOR,OVEREXPLOITED,,SEMICRITICAL
1,INDIA,2,ANDHRA PRADESH,CHITTOOR,CHOWDEPALLE,CRITICAL,SEMICRITICAL,SEMICRITICAL
1,INDIA,2,ANDHRA PRADESH,CHITTOOR,GANGADHARANELLORE,CRITICAL,CRITICAL,SEMICRITICAL
1,INDIA,2,ANDHRA PRADESH,CHITTOOR,GANGAVARAM,OVEREXPLOITED,SEMICRITICAL,SEMICRITICAL
1,INDIA,2,ANDHRA PRADESH,CHITTOOR,GUDIPALLI,SEMICRITICAL,SEMICRITICAL,CRITICAL
1,INDIA,2,ANDHRA PRADESH,CHITTOOR,GURRAMKONDA,SEMICRITICAL,,
1,INDIA,2,ANDHRA PRADESH,CHITTOOR,IRALA,CRITICAL,,SEMICRITICAL
1,INDIA,2,ANDHRA PRADESH,CHITTOOR,KARVETNAGAR,OVEREXPLOITED,,CRITICAL
1,INDIA,2,ANDHRA PRADESH,CHITTOOR,KUPPAM,CRITICAL,OVEREXPLOITED,OVEREXPLOITED
1,INDIA,2,ANDHRA PRADESH,CHITTOOR,MADANAPALLE,SEMICRITICAL,SEMICRITICAL,SEMICRITICAL
1,INDIA,2,ANDHRA PRADESH,CHITTOOR,NAGARI,OVEREXPLOITED,,
1,INDIA,2,ANDHRA PRADESH,CHITTOOR,NARAYANAVANAM,CRITICAL,,
1,INDIA,2,ANDHRA PRADESH,CHITTOOR,NIMMANAPALLE,,SEMICRITICAL,SEMICRITICAL
1,INDIA,2,ANDHRA PRADESH,CHITTOOR,NINDRA,OVEREXPLOITED,OVEREXPLOITED,OVEREXPLOITED
1,INDIA,2,ANDHRA PRADESH,CHITTOOR,PAKALA,OVEREXPLOITED,OVEREXPLOITED,OVEREXPLOITED
1,INDIA,2,ANDHRA PRADESH,CHITTOOR,PALMANER,SEMICRITICAL,SEMICRITICAL,SEMICRITICAL
1,INDIA,2,ANDHRA PRADESH,CHITTOOR,PALASAMUDRAM,OVEREXPLOITED,OVEREXPLOITED,CRITICAL
1,INDIA,2,ANDHRA PRADESH,CHITTOOR,PEDDAPANJANI,SEMICRITICAL,SEMICRITICAL,SEMICRITICAL
1,INDIA,2,ANDHRA PRADESH,CHITTOOR,PEDDA TIPPA SAMUDRAM,,,SEMICRITICAL
1,INDIA,2,ANDHRA PRADESH,CHITTOOR,PENUMUR,OVEREXPLOITED,OVEREXPLOITED,OVEREXPLOITED
1,INDIA,2,ANDHRA PRADESH,CHITTOOR,PILERU,SEMICRITICAL,CRITICAL,SEMICRITICAL
1,INDIA,2,ANDHRA PRADESH,CHITTOOR,PULICHERLA,CRITICAL,CRITICAL,CRITICAL
1,INDIA,2,ANDHRA PRADESH,CHITTOOR,PUNGUNURU,SEMICRITICAL,CRITICAL,CRITICAL
1,INDIA,2,ANDHRA PRADESH,CHITTOOR,PUTHALAPATTU,OVEREXPLOITED,OVEREXPLOITED,OVEREXPLOITED
