 Andhra Pradesh,,,,,,,,,
1,SHAJAPUR,1,Agar,,,1,Nalkhera ,,
,,2,Barod   ,,,2,Susner,,
2,Barwani,1,Thikari,,,1, Panesmal ,,
,,,,,,2,Rajpur,,
3,Bhopal,1,Phanda,,,,,,
4,Betul,1,Betul  ,,,,,,
5,Burhanpur,1,Burhanpur,,,,,,
6,Chhatarpur,1,Badamalhara   ,,,,,,
,,2,Buxwaha  ,,,,,,
,,3,Chhatarpur,,,,,,
,,4,Nowgaon,,,,,,
,,5,Rajnagar,,,,,,
7,Chhindwara,1,Chindwara    ,,,,,,
8,Damoh,1,Hatta   ,,,,,,
,,2, Patheriya ,,,,,,
9,Dewas,1,Khategaon,,,1,Dewas ,,
,,,,,,2,Sonkutch,,
10,Dhar,1,Manawar ,,,1,Badnawar ,,
,,2,Tirla             ,,,2,Dhar ,,
,,,,,,3,Dharampuri,,
,,,,,,4,Nalcha ,,
11,Gwalior,1,Morar,,,,,,
12,Indore,1,Mhow  ,,,1,Depalpur,,
,,,,,,2,Indore    ,,
,,,,,,3,Sanwer  ,,
13,Khargone,1,Barwaha ,,,,,,
,,2,Khargone  ,,,,,,
,,3,Mahashwar  ,,,,,,
14,Khandwa,1,Chhegaon Makhan,,,,,,
15,Mandsaur,1,Bhanpura,,,1,Mandsaur,,
,,2,Malahargarh  ,,,2,Sitamau                                                                      ,,
16,Morena,1,Morena  ,,,,,,
,,2,Porsa  ,,    ,,,,
17,Neemuch,1,Jawad ,1,Neemuch,,,,
18,Narsinghpur,1,Gotegaon ,,,,,,
,,2,Narsinghpur      ,,,,,,
19,Panna,1,Ajaygarh,,,,,,
20,Rajgarh,1,Biora   ,,,,,,
,,2,Khilchipur   ,,,,,,
,,3,Narsinghgarh   ,,,,,,
,,4,Sarangpur ,,,,,,
21,Ratlam,1,Sailana,,,1,Alote  ,,
,,,,,,2,Jaora           ,,
,,,,,,3,Piploda  ,,
,,,,,,4,Ratlam  ,,
22,Rewa,1, Sirmour ,,,,,,
23,Satna,1,Maihar   ,1,Sohawal ,1,Rampur Baghalan,,
,,2,Nagod ,,,,,,
,,3,Amarpatan,,,,,,
24,Sagar,1,Banda                    ,,,,,,
25,Sehore,1,Ashta   ,,,,,,
,,2,Sehore,,,,,,
26,Shajapur,1,Kalapipal ,,,1,.Mohan Berodia ,,
,,2,Shajapur ,,,2,Shujalpur,,
27,Shivpuri,1,Badarwas  ,,,,,,
,,2,Khanniyadhana                 ,,,,,,
,,3,Karera        ,,,,,,
,,4,Narwar,,,,,,
,,5,Pichor ,,,,,,
28,Sidhi,1,Sidhi,,,,,,
29,Tikamgarh,1,Baldeogarh ,,,,,,
,,2,Jatarah ,,,,,,
,,3,Niwari    ,,,,,,
,,4, Palera          ,,,,,,
,,5,Tikamgarh ,,,,,,
30,Ujjain,1,Khachrod ,,,1,Badnagar ,,
,,2,Mahidpur ,,,2,Ghatia ,,
